BRAND,YEAR_WEEK,YEAR,PRICE,AVERAGE
fast_duck,202021,2020,20.882320854613297,20.828901701928498
fast_duck,202022,2020,20.92323259780291,20.828901701928498
fast_duck,202023,2020,20.61990948437285,20.828901701928498
fast_duck,202024,2020,20.81312444917965,20.828901701928498
fast_duck,202025,2020,20.880382449725225,20.828901701928498
fast_duck,202026,2020,20.918924067497635,20.828901701928498
fast_duck,202027,2020,20.91580001070983,20.828901701928498
fast_duck,202028,2020,20.939186172249343,20.828901701928498
fast_duck,202029,2020,20.951464899325895,20.828901701928498
fast_duck,202030,2020,20.936968992631893,20.828901701928498
fast_duck,202031,2020,20.830303357173513,20.828901701928498
fast_duck,202032,2020,20.86665438231154,20.828901701928498
fast_duck,202033,2020,20.905902435365213,20.828901701928498
fast_duck,202034,2020,20.869497043675207,20.828901701928498
fast_duck,202035,2020,20.80976303300064,20.828901701928498
fast_duck,202036,2020,20.87409028650752,20.828901701928498
fast_duck,202037,2020,20.87165962432158,20.828901701928498
fast_duck,202038,2020,20.962728547376248,20.828901701928498
fast_duck,202039,2020,20.736893179505802,20.828901701928498
fast_duck,202040,2020,20.789194663143732,20.828901701928498
fast_duck,202041,2020,20.83736523185355,20.828901701928498
fast_duck,202042,2020,20.843565798767592,20.828901701928498
fast_duck,202043,2020,20.745285280094965,20.828901701928498
fast_duck,202044,2020,20.73527302781793,20.828901701928498
fast_duck,202045,2020,20.676484947352957,20.828901701928498
fast_duck,202046,2020,20.798001293738857,20.828901701928498
fast_duck,202047,2020,20.811273167486718,20.828901701928498
fast_duck,202048,2020,20.805630154799324,20.828901701928498
fast_duck,202049,2020,20.663820368642448,20.828901701928498
fast_duck,202050,2020,20.745800426061944,20.828901701928498
fast_duck,202051,2020,20.719344462690348,20.828901701928498
fast_duck,202052,2020,20.681713026472426,20.828901701928498
fast_duck,202053,2020,20.78721556607449,20.828901701928498
fast_duck,202101,2021,20.812870241751536,20.826754672448935
fast_duck,202102,2021,20.538557041097782,20.826754672448935
fast_duck,202103,2021,20.765487786855612,20.826754672448935
fast_duck,202104,2021,20.82430434907315,20.826754672448935
fast_duck,202105,2021,20.91101984978426,20.826754672448935
fast_duck,202106,2021,20.77250143017681,20.826754672448935
fast_duck,202107,2021,20.887991365169427,20.826754672448935
fast_duck,202108,2021,20.959049323445957,20.826754672448935
fast_duck,202109,2021,20.876305517724273,20.826754672448935
fast_duck,202110,2021,20.943421491375638,20.826754672448935
fast_duck,202111,2021,20.937198329992206,20.826754672448935
fast_duck,202112,2021,20.79346881709692,20.826754672448935
fast_duck,202113,2021,20.79755891858492,20.826754672448935
fast_duck,202114,2021,20.929413313682545,20.826754672448935
fast_duck,202115,2021,20.94185643173227,20.826754672448935
fast_duck,202116,2021,20.859636729218362,20.826754672448935
fast_duck,202117,2021,20.842190329129036,20.826754672448935
fast_duck,202118,2021,20.795547681138917,20.826754672448935
fast_duck,202119,2021,20.820480144002328,20.826754672448935
fast_duck,202120,2021,20.813384660179494,20.826754672448935
fast_duck,202121,2021,20.583867300747908,20.826754672448935
fast_duck,202122,2021,20.752315710887565,20.826754672448935
fast_duck,202123,2021,20.82153105692087,20.826754672448935
fast_duck,202124,2021,20.785654651088965,20.826754672448935
fast_duck,202125,2021,20.842403010401636,20.826754672448935
fast_duck,202126,2021,20.887606002413914,20.826754672448935
