,YEAR_WEEK,BRAND,VOLUME_SO,relative_gap_to_90th_price
1431,201845,gracious_road,19845.4,0.08329338847424549
1432,201846,gracious_road,16408.3,0.08702352451391909
1433,201847,gracious_road,18844.2,0.08599410174562351
1434,201848,gracious_road,29364.6,0.11350560156375487
1435,201849,gracious_road,43855.4,0.075153069238067
1436,201850,gracious_road,58006.1,0.11039562237369858
1437,201851,gracious_road,83920.4,0.09083370717822593
1438,201852,gracious_road,48467.3,0.08166159636170921
1439,201901,gracious_road,24352.9,0.0733943713631726
1440,201902,gracious_road,13224.1,0.07137342912210773
1441,201903,gracious_road,13065.8,0.06585991805247185
1442,201904,gracious_road,12471.8,0.0736341966559134
1443,201905,gracious_road,25903.8,0.11044805888934206
1444,201906,gracious_road,15432.8,0.06908718253696755
1445,201907,gracious_road,13962.2,0.04312944321031894
1446,201908,gracious_road,11588.8,0.0378486483752402
1447,201909,gracious_road,11847.5,0.03308802529634841
1448,201910,gracious_road,12078.0,0.020354756887661207
1449,201911,gracious_road,19184.3,0.07592894869892661
1450,201912,gracious_road,13657.3,0.052466154453198834
1451,201913,gracious_road,11586.5,0.027963033777284072
1452,201914,gracious_road,13232.0,0.027934905101348245
1453,201915,gracious_road,13623.6,0.0315397500819916
1454,201916,gracious_road,18174.9,0.04953434790554827
1455,201917,gracious_road,12338.0,0.024787152168096942
1456,201918,gracious_road,13035.8,0.02513183889323307
1457,201919,gracious_road,12764.3,0.017595537771509278
1458,201920,gracious_road,11907.5,0.018523524234997684
1459,201921,gracious_road,12649.9,0.025118411933618558
1460,201922,gracious_road,26498.0,0.09397325575688999
1461,201923,gracious_road,25779.1,0.07148180072324944
1462,201924,gracious_road,27890.0,0.029841121478552203
1463,201925,gracious_road,14569.0,0.029592471152429124
1464,201926,gracious_road,11886.3,0.025600010755070114
1465,201927,gracious_road,12116.5,0.011142066609850306
1466,201928,gracious_road,12483.9,0.013339464735976076
1467,201929,gracious_road,12774.4,-0.0027655795562926133
1468,201930,gracious_road,11964.6,0.0026416294651092735
1469,201931,gracious_road,12975.5,0.005285745028011048
1470,201932,gracious_road,13091.8,0.007880156679123576
1471,201933,gracious_road,12966.8,0.004633948075797216
1472,201934,gracious_road,12222.5,0.010323495705914799
1473,201935,gracious_road,11644.4,0.011645799122530316
1474,201936,gracious_road,17226.6,0.04143241913625516
1475,201937,gracious_road,14294.5,0.04345454970697365
1476,201938,gracious_road,15127.4,0.04256893573609977
1477,201939,gracious_road,12339.3,0.014720009028936895
1478,201940,gracious_road,14943.2,0.03679583455993795
1479,201941,gracious_road,15036.0,0.031205638743826605
1480,201942,gracious_road,13793.6,0.02852191952576654
1481,201943,gracious_road,17289.7,0.019384389336018285
1482,201944,gracious_road,36283.5,0.018090309997986963
1483,201945,gracious_road,29625.5,0.04079876560762607
1484,201946,gracious_road,16892.2,0.031019281986750167
1485,201947,gracious_road,19590.7,0.02171572107669664
1486,201948,gracious_road,22463.5,0.022860676512864546
1487,201949,gracious_road,54163.0,0.06404223859554502
1488,201950,gracious_road,42998.3,0.02662245159774354
1489,201951,gracious_road,65104.5,0.03194387880508784
1490,201952,gracious_road,53381.2,0.02022073899998009
1491,202001,gracious_road,27561.6,0.022112621786625295
1492,202002,gracious_road,12678.5,0.007813390486998409
1493,202003,gracious_road,25718.9,0.07889618252829439
1494,202004,gracious_road,17329.0,0.050621432359415006
1495,202005,gracious_road,13293.7,0.0226890898496425
1496,202006,gracious_road,14690.4,0.03893929274729707
1497,202007,gracious_road,15785.5,0.034042754921174825
1498,202008,gracious_road,12670.9,0.018425839260745057
1499,202009,gracious_road,16800.9,0.04413817455784673
1500,202010,gracious_road,13521.3,0.016953748995536574
1501,202011,gracious_road,19234.3,0.015610116538995545
1502,202012,gracious_road,9603.9,0.02775100365862906
1503,202013,gracious_road,7652.4,0.026476352460360595
1504,202014,gracious_road,8249.4,0.017931246736708633
1505,202015,gracious_road,9254.3,0.015993266858326336
1506,202016,gracious_road,8637.9,0.022760248850882233
1507,202017,gracious_road,9130.2,0.014368728908471934
1508,202018,gracious_road,9483.8,0.012126121893404866
1509,202019,gracious_road,11447.9,0.009550150071205486
1510,202020,gracious_road,15140.0,0.005497284739589581
1511,202021,gracious_road,14966.5,0.006439142823616966
1512,202022,gracious_road,25437.7,0.060706506750955
1513,202023,gracious_road,21346.0,0.042746372959402444
1514,202024,gracious_road,23940.9,0.01368862551823363
1515,202025,gracious_road,31243.3,-0.008539893720886593
1516,202026,gracious_road,14423.6,0.0021547439767026304
1517,202027,gracious_road,14879.1,0.006286000480867523
1518,202028,gracious_road,15168.4,0.005022455215471151
1519,202029,gracious_road,14435.7,0.0025193530053921843
1520,202030,gracious_road,13417.9,0.005691428915716468
1521,202031,gracious_road,13668.7,0.004903015096335242
1522,202032,gracious_road,14339.5,0.005829671374004288
1523,202033,gracious_road,13738.9,0.0010635763969711629
1524,202034,gracious_road,13692.8,0.010894157779991752
1525,202035,gracious_road,13057.7,0.009923501370090163
1526,202036,gracious_road,13449.5,0.007497142178407889
1527,202037,gracious_road,13186.4,0.0021786958654857755
1528,202038,gracious_road,12276.8,0.006659150070872504
1529,202039,gracious_road,13356.4,-0.0003472900866692922
1530,202040,gracious_road,22178.5,0.05145055367868273
1531,202041,gracious_road,16425.7,0.025579964724227543
1532,202042,gracious_road,17238.7,0.03134088237345132
1533,202043,gracious_road,19578.4,0.022259964764848993
1534,202044,gracious_road,15884.8,0.014670304392477978
1535,202045,gracious_road,32255.8,-0.018755266531367835
1536,202046,gracious_road,26718.8,0.009320314026330328
1537,202047,gracious_road,22699.7,0.0075721042871944935
1538,202048,gracious_road,19826.6,0.004821212083405476
1539,202049,gracious_road,56998.7,0.05394482303662722
1540,202050,gracious_road,47369.1,0.014351460033768729
1541,202051,gracious_road,55763.9,0.008488219361217181
1542,202052,gracious_road,59228.5,-0.006268825776493656
1543,202053,gracious_road,29959.1,0.0027850208810435554
1544,202101,gracious_road,13676.2,-0.0003717823978758896
1545,202102,gracious_road,13894.7,0.008186414187136877
1546,202103,gracious_road,12399.2,0.006240389989012185
1547,202104,gracious_road,13357.0,0.012108730794970476
1548,202105,gracious_road,34892.4,0.07324889530575138
1549,202106,gracious_road,25160.4,0.04835166140368829
1550,202107,gracious_road,15966.0,0.024144528478305463
1551,202108,gracious_road,13846.3,0.008341959127373637
1552,202109,gracious_road,14227.6,0.004278932832919381
1553,202110,gracious_road,13640.3,-0.0008328145822981204
1554,202111,gracious_road,13295.4,0.00023152672444614155
1555,202112,gracious_road,16970.5,0.006297391082627603
1556,202113,gracious_road,25892.8,0.04014931091957641
1557,202114,gracious_road,13873.2,0.0006940675893858153
1558,202115,gracious_road,13918.2,-0.01065046316698669
1559,202116,gracious_road,13477.1,-0.005562832508385423
1560,202117,gracious_road,12290.7,-0.006585284589201039
1561,202118,gracious_road,16902.7,-0.008225927394045917
1562,202119,gracious_road,24548.8,0.0309424643210279
1563,202120,gracious_road,16144.2,-0.0021136609877612103
1564,202121,gracious_road,14922.8,-0.005303035555401412
1565,202122,gracious_road,27435.5,0.04797174533680966
1566,202123,gracious_road,28984.6,0.020788593172633697
1567,202124,gracious_road,31317.6,-0.006871695993561681
1568,202125,gracious_road,15568.3,-0.01908627253201248
1569,202126,gracious_road,14746.7,-0.009222857770032797
1570,201827,viable_line,140150.0,0.07415374759093911
1571,201828,viable_line,138331.0,0.06824559985936302
1572,201829,viable_line,128598.9,0.06970725040430922
1573,201830,viable_line,125716.5,0.06646534593332473
1574,201831,viable_line,145303.3,0.07264427103370526
1575,201832,viable_line,145355.6,0.07146530109143007
1576,201833,viable_line,220205.0,0.08624754743228434
1577,201834,viable_line,162813.0,0.07767118863894414
1578,201835,viable_line,152803.1,0.08244757731715377
1579,201836,viable_line,135219.8,0.0733466550290165
1580,201837,viable_line,120847.8,0.0638386724689495
1581,201838,viable_line,113524.0,0.06169228685680229
1582,201839,viable_line,241104.8,0.08495020926164897
1583,201840,viable_line,168485.6,0.08471914204093726
1584,201841,viable_line,128384.0,0.067274727450332
1585,201842,viable_line,122825.2,0.06013422097467465
1586,201843,viable_line,148154.6,0.09090074682770904
1587,201844,viable_line,224938.1,0.09570214681123995
1588,201845,viable_line,249025.3,0.09918759006852997
1589,201846,viable_line,125255.1,0.06454039561654357
1590,201847,viable_line,139201.5,0.06813195553130873
1591,201848,viable_line,152599.3,0.07796646625543967
1592,201849,viable_line,187563.9,0.08855263598993858
1593,201850,viable_line,168461.7,0.08234545751198986
1594,201851,viable_line,226326.3,0.09151407933735793
1595,201852,viable_line,200180.0,0.09887353491663894
1596,201901,viable_line,148974.1,0.07305416596454559
1597,201902,viable_line,239504.0,0.10326753112350999
1598,201903,viable_line,160656.9,0.08708425356480254
1599,201904,viable_line,121668.4,0.06688543109758789
1600,201905,viable_line,140166.5,0.06299027969861476
1601,201906,viable_line,130730.8,0.031512637549497055
1602,201907,viable_line,118949.5,0.017525280909900718
1603,201908,viable_line,113190.4,0.015008985581942729
1604,201909,viable_line,117781.5,0.017802097090423744
1605,201910,viable_line,113553.4,0.007316744753164555
1606,201911,viable_line,111777.1,0.006637795742599496
1607,201912,viable_line,110997.0,0.006983934523076088
1608,201913,viable_line,119626.2,0.004221306919656646
1609,201914,viable_line,138911.3,0.007903691624461967
1610,201915,viable_line,136820.3,0.00835585720855096
1611,201916,viable_line,199906.0,0.01977246601186749
1612,201917,viable_line,149286.0,0.019981742210214707
1613,201918,viable_line,148159.6,0.014628306078260043
1614,201919,viable_line,137615.6,0.004911394467730697
1615,201920,viable_line,125719.5,0.0019732397353016836
1616,201921,viable_line,141273.0,0.010444971533900813
1617,201922,viable_line,149341.0,0.01083753866792684
1618,201923,viable_line,151719.3,0.01683343073361894
1619,201924,viable_line,147780.0,0.0202052255707901
1620,201925,viable_line,142594.4,0.009901411551914237
1621,201926,viable_line,152939.2,0.017029218180989278
1622,201927,viable_line,148024.8,0.011531772048098948
1623,201928,viable_line,143326.9,0.00862387491597908
1624,201929,viable_line,146490.4,0.016313502221309232
1625,201930,viable_line,138840.2,0.015430178356858662
1626,201931,viable_line,152731.3,0.01547939122245816
1627,201932,viable_line,150710.9,0.012068220345799761
1628,201933,viable_line,206672.1,0.026568805988323438
1629,201934,viable_line,183291.9,0.028963505385671464
1630,201935,viable_line,156416.3,0.019771972249091125
1631,201936,viable_line,163334.2,0.016439273504717022
1632,201937,viable_line,127422.6,0.004800856829894652
1633,201938,viable_line,124245.6,0.005333665331359275
1634,201939,viable_line,195728.9,0.021303876684778462
1635,201940,viable_line,195677.2,0.029824511963686403
1636,201941,viable_line,153294.4,0.015625491436451044
1637,201942,viable_line,132477.7,0.00428432973316656
1638,201943,viable_line,131927.8,0.005391554843129577
1639,201944,viable_line,157039.7,0.012862059290701673
1640,201945,viable_line,191550.4,0.017204994209299013
1641,201946,viable_line,153004.8,0.022341092110976325
1642,201947,viable_line,162301.8,0.019318794077886847
1643,201948,viable_line,159879.8,0.015841622292001457
1644,201949,viable_line,173976.8,0.01251044321276223
1645,201950,viable_line,181822.4,0.016094712134420926
1646,201951,viable_line,195864.7,0.018253818030228207
1647,201952,viable_line,192262.3,0.02504508450247519
1648,202001,viable_line,176598.5,0.016705292754391938
1649,202002,viable_line,169187.5,0.013262827815446467
1650,202003,viable_line,155855.0,0.013202897584166583
1651,202004,viable_line,122662.1,-0.001125375741747804
1652,202005,viable_line,130683.9,-0.00018945408544852055
1653,202006,viable_line,172478.4,0.01962785713617488
1654,202007,viable_line,149056.5,0.013015894301113445
1655,202008,viable_line,125304.9,-0.0015537098834603098
1656,202009,viable_line,129477.5,0.0004967347710986057
1657,202010,viable_line,131546.1,-0.003636209239598276
1658,202011,viable_line,133879.4,-0.0029514756034823278
1659,202012,viable_line,130705.1,0.00853984928251037
1660,202013,viable_line,131904.7,0.010017259071608522
1661,202014,viable_line,131919.0,0.005727831626983591
1662,202015,viable_line,147254.2,0.008204951800857964
1663,202016,viable_line,121567.5,0.0003195112664360772
1664,202017,viable_line,119894.0,-5.287190052515931e-05
1665,202018,viable_line,119348.3,-0.0009230054600446871
1666,202019,viable_line,139601.3,-0.0010792585844083718
1667,202020,viable_line,151982.9,-0.0008388019214037838
1668,202021,viable_line,153012.1,0.0014241328821339005
1669,202022,viable_line,166231.3,0.009155085869008485
1670,202023,viable_line,154647.2,0.003649360333639814
1671,202024,viable_line,160147.4,0.007159108873672499
1672,202025,viable_line,149033.1,0.0031570206664845385
1673,202026,viable_line,162044.9,0.010103066001731314
1674,202027,viable_line,167127.0,0.00970167459450709
1675,202028,viable_line,147729.5,0.004292717577084252
1676,202029,viable_line,138876.4,0.004540475145988397
1677,202030,viable_line,131200.3,0.005906254350636532
1678,202031,viable_line,148988.5,0.00991155744996204
1679,202032,viable_line,151698.7,0.009167805096615685
1680,202033,viable_line,181648.3,0.015286518748177845
1681,202034,viable_line,156468.3,0.009328366704781715
1682,202035,viable_line,154354.0,0.02138069041329644
1683,202036,viable_line,141867.8,0.01121866696783278
