CATEGORY,BRAND,EAN,YEAR_WEEK,DISTRIBUTION_CODE,SALES_SO,VOLUME_SO,SALES_SO_PROMO,VOLUME_SO_PROMO,sales_non_promo,volume_non_promo,,
joy,lully,,201828,hyper_top,2330836.5,128634.1,450064.9,25831.3,,,,
joy,fast_duck,,201828,hyper_top,11256568,585175.3,1694755.6,90480.3,19.23623229,18.7306585,19.16852846,
joy,lully,,201829,hyper_top,2255430.5,124624.7,382781.3,22091.7,,,,
joy,fast_duck,,201829,hyper_top,10239776,531095.3,1356680.5,72684.1,19.28048695,18.66543715,19.2064461,
joy,lully,,201830,hyper_top,2336134.8,128685,323625.1,18599.4,,,,
joy,fast_duck,,201830,hyper_top,11649531,607487.8,2608883.3,140069.3,19.17656783,18.62566101,19.07334477,
joy,lully,,201831,hyper_top,2698306.5,148823.4,625695.8,35829.4,,,,
joy,fast_duck,,201831,hyper_top,12823092,669757.8,4181711.3,225057,19.14586437,18.58067645,19.00371261,
joy,lully,,201832,hyper_top,2646094.3,146334.2,743239.8,42562.9,,,,
joy,fast_duck,,201832,hyper_top,11862177,616891.8,3029024.8,162517.3,19.22894258,18.63816837,19.1057582,
joy,lully,,201833,hyper_top,2322487,127786.4,353130.6,19953.8,,,,
joy,fast_duck,,201833,hyper_top,11612266,604947.2,3933336,212348,19.19550334,18.52306591,19.020792,
joy,lully,,201834,hyper_top,2032767.6,111716.1,215369.4,12219.2,,,,
joy,fast_duck,,201834,hyper_top,10153239,528930.1,2740351,148217.6,19.19580489,18.48870175,19.04103049,
joy,lully,,201835,hyper_top,2285135.8,127759.4,755892.6,44262.2,,,,
joy,fast_duck,,201835,hyper_top,9434742,491535.3,1283911.3,69170.8,19.19443426,18.5614638,19.11634865,
joy,lully,,201836,hyper_top,2014822.5,111886,495528.5,28829.7,,,,
joy,fast_duck,,201836,hyper_top,8943040,464977.8,859633.4,45389.4,19.23326232,18.93907829,19.20709912,
joy,lully,,201837,hyper_top,1733185.6,95427.9,110136.9,6308,,,,
joy,fast_duck,,201837,hyper_top,8757830,455497.1,1284597.8,68613,19.22697203,18.72236748,19.16091256,
joy,lully,,201838,hyper_top,1616835.5,89120.9,78679.8,4483.3,,,,
joy,fast_duck,,201838,hyper_top,8344130,434407.8,1198425,64057.1,19.2080575,18.70869896,19.14388556,
joy,lully,,201839,hyper_top,1630071.5,89917.3,196194.8,11337.4,,,,
joy,fast_duck,,201839,hyper_top,11875162,627647.6,5000664.5,271378.1,18.92011058,18.42692723,18.77123924,
joy,lully,,201840,hyper_top,1592021.9,87764.3,225759.8,13036.4,,,,
joy,fast_duck,,201840,hyper_top,11501790,607339.1,4840613.5,261510.5,18.9380035,18.51020705,18.80924328,
joy,lully,,201841,hyper_top,2357790.8,130105.9,1048052,58289.5,,,,
joy,fast_duck,,201841,hyper_top,9299453,488102.4,3136335.3,168991.9,19.0522583,18.55908656,18.9254241,
joy,lully,,201842,hyper_top,1561790.3,86457.5,213902.1,12427.5,,,,
joy,fast_duck,,201842,hyper_top,8999454,474471.5,2432243,133175.2,18.96732259,18.26348299,18.81306522,
joy,lully,,201843,hyper_top,1474376.3,81281.3,102067.8,5774,,,,
joy,fast_duck,,201843,hyper_top,9060093,477612.2,3313795.8,180137.3,18.9695594,18.39594465,18.81246402,
joy,lully,,201844,hyper_top,1656567,91140.7,57420,3267,,,,
joy,fast_duck,,201844,hyper_top,8452952,440799.6,1224276.1,65878.8,19.17640579,18.58376443,19.09935,
joy,lully,,201845,hyper_top,1705832.6,95185.1,278209.1,16721.1,,,,
joy,fast_duck,,201845,hyper_top,8737767,458695.3,1996458.4,108484.8,19.04917491,18.40311638,18.925603,
joy,lully,,201846,hyper_top,1578704,87435.8,287034.1,16614.5,,,,
joy,fast_duck,,201846,hyper_top,7185808.5,374875.8,617811.9,32994.3,19.16850461,18.72480701,19.13261207,
joy,lully,,201847,hyper_top,1478936.3,81460.9,126334.2,7142.8,,,,
joy,fast_duck,,201847,hyper_top,9251429,484891.1,1869344.1,100640.2,19.07939535,18.57452688,18.99261935,
joy,lully,,201848,hyper_top,1558451.9,85997,168540.5,9245.7,,,,
joy,fast_duck,,201848,hyper_top,7982191.5,418276.2,1424265,77055.9,19.08354217,18.48352949,18.99020173,
joy,lully,,201849,hyper_top,1751977.6,97012.3,267388.5,15031.8,,,,
joy,fast_duck,,201849,hyper_top,10165992,537613.4,2784727.3,151871,18.90948403,18.33613593,18.78319408,
joy,lully,,201850,hyper_top,1837394.4,102024.3,629014.8,36247.5,,,,
joy,fast_duck,,201850,hyper_top,9338470,491896.9,3096911,168140.7,18.98460836,18.4185685,18.84041303,
joy,lully,,201851,hyper_top,2340255.5,130699,781678.4,45113.2,,,,
joy,fast_duck,,201851,hyper_top,12170564,642394.7,4740293,257235.8,18.94561708,18.42781215,18.79755855,
joy,lully,,201852,hyper_top,1838610.1,102055.2,496782.3,28271.6,,,,
joy,fast_duck,,201852,hyper_top,9803128,515924.6,3197652.3,174112.6,19.00108659,18.36542732,18.84069482,18.99904811
joy,lully,,201901,hyper_top,1480257,81337.5,153451.7,8701.1,,,,
joy,fast_duck,,201901,hyper_top,7814595,407635.5,1014270.1,54772.5,19.17054574,18.51787119,19.09323606,
joy,lully,,201902,hyper_top,2057521.1,112857.5,953201.5,52474.6,,,,
joy,fast_duck,,201902,hyper_top,11077646,588990.6,4898646,267832.4,18.80784855,18.28996791,18.64596539,
joy,lully,,201903,hyper_top,1674710.1,92140.6,559558.1,31173.4,,,,
joy,fast_duck,,201903,hyper_top,6945920.5,362366.3,617329.6,33655.5,19.16822977,18.34260671,19.09806506,
joy,lully,,201904,hyper_top,1392513,76586.8,97655.9,5457.5,,,,
joy,fast_duck,,201904,hyper_top,7055468.5,367750.2,588555,32399.1,19.18549195,18.16578238,19.10292858,
joy,lully,,201905,hyper_top,1529738.6,82321.1,80460.9,4452.9,,,,
joy,fast_duck,,201905,hyper_top,8797977,450670.5,1583206.6,86990,19.52197226,18.19986895,19.30806448,
joy,lully,,201906,hyper_top,1500718.3,78047,148705.9,7741.5,,,,
joy,fast_duck,,201906,hyper_top,7887476,385826.1,1487621.5,75963.9,20.44308563,19.58326916,20.30164685,
joy,lully,,201907,hyper_top,1502138.1,77953.1,122969.3,6380.6,,,,
joy,fast_duck,,201907,hyper_top,7179773,347158,703999.4,34269.1,20.6815715,20.54327076,20.66914595,
joy,lully,,201908,hyper_top,1546488.8,80220,172164.8,9233.9,,,,
joy,fast_duck,,201908,hyper_top,7292459.5,352196.5,354117.7,17187.6,20.70565579,20.60309176,20.70088344,
joy,lully,,201909,hyper_top,1614081.4,83677.2,96864.1,5071.1,,,,
joy,fast_duck,,201909,hyper_top,7649319.5,369463.2,224473.6,10990.2,20.70387389,20.42488763,20.69581478,
joy,lully,,201910,hyper_top,1534033.1,79472.1,82773.4,4353.8,,,,
joy,fast_duck,,201910,hyper_top,7628749.5,370152.5,570347.2,29949.9,20.60974733,19.04337577,20.49249567,
joy,lully,,201911,hyper_top,1505495,77972.8,57341,3027.7,,,,
joy,fast_duck,,201911,hyper_top,7428773,358816.1,658176.9,32833.5,20.70356653,20.0458952,20.6484314,
joy,lully,,201912,hyper_top,1787436.6,93118.3,367134.1,19786.8,,,,
joy,fast_duck,,201912,hyper_top,7411222,356738.7,487245.5,23203.8,20.77493134,20.99852179,20.78858643,
joy,lully,,201913,hyper_top,1681529.6,87591.1,279617.2,15382.7,,,,
joy,fast_duck,,201913,hyper_top,7937018.5,382354.9,676564.8,32876.6,20.75824973,20.57891631,20.74405073,
joy,lully,,201914,hyper_top,1617409.8,83780.8,63150.2,3465.8,,,,
joy,fast_duck,,201914,hyper_top,8306820.5,400520.7,322543.4,15762.5,20.74005289,20.46270579,20.72955118,
joy,lully,,201915,hyper_top,1725463.3,89226.5,509358.6,26746.3,,,,
joy,fast_duck,,201915,hyper_top,8316413.5,401738.6,1290226.9,64667.6,20.70105661,19.95167441,20.59715415,
joy,lully,,201916,hyper_top,1962224.3,101363.6,615123.8,32293.4,,,,
joy,fast_duck,,201916,hyper_top,10083614,487849,3790347.5,188228.5,20.66953914,20.13694791,20.52125903,
joy,lully,,201917,hyper_top,1594860.8,82206.1,160323.5,8493.5,,,,
joy,fast_duck,,201917,hyper_top,8061393,389080.1,876469.3,43893.2,20.719109,19.96822515,20.64298722,
joy,lully,,201918,hyper_top,1741077.9,89653.1,186434.2,9901.4,,,,
joy,fast_duck,,201918,hyper_top,9182251,443718.3,2155265.8,107786.1,20.69387492,19.99576754,20.55743671,
joy,lully,,201919,hyper_top,1791176.8,92620.6,280783.9,15219.6,,,,
joy,fast_duck,,201919,hyper_top,9394597,452965.8,1909138.4,94948.8,20.74019054,20.10703032,20.63046942,
joy,lully,,201920,hyper_top,1621713,83468.1,146619.2,7778,,,,
joy,fast_duck,,201920,hyper_top,8089434,388399.3,405468.4,19888.7,20.8276225,20.38687295,20.80615252,
joy,lully,,201921,hyper_top,1643323.6,84350,140726.6,7396.6,,,,
joy,fast_duck,,201921,hyper_top,8816432,425563.8,1245840.3,62431,20.71706287,19.95547565,20.61963017,
joy,lully,,201922,hyper_top,1912011.1,98126.8,143997.3,7628.6,,,,
joy,fast_duck,,201922,hyper_top,10623009,511787.6,2037285.6,100313.4,20.75667523,20.30920695,20.68334245,
joy,lully,,201923,hyper_top,2124748.5,109161.8,412455.5,21433.5,,,,
joy,fast_duck,,201923,hyper_top,14391732,701654.9,8099467,402640.9,20.51112591,20.11585758,20.36700583,
joy,lully,,201924,hyper_top,2011540.8,103572.5,435669.2,22908.5,,,,
joy,fast_duck,,201924,hyper_top,9522829,458751.2,3149277.5,155899.7,20.75815605,20.20066427,20.61675416,
joy,lully,,201925,hyper_top,2048998,105602.7,414053,21769.3,,,,
joy,fast_duck,,201925,hyper_top,9259422,445166.7,1814406.6,89859.2,20.79989811,20.19166207,20.69774304,
joy,lully,,201926,hyper_top,2107537.3,108207.3,219502.1,11349.9,,,,
joy,fast_duck,,201926,hyper_top,10361157,497405,2468239.3,121440.5,20.8304239,20.32467999,20.73117814,
joy,lully,,201927,hyper_top,2295577.3,118115.5,596430.3,31453.4,,,,
joy,fast_duck,,201927,hyper_top,10470766,501747.1,1561855.6,75945.1,20.86861289,20.56558751,20.82877629,
joy,lully,,201928,hyper_top,2232615.8,114694.1,376197.5,19877.2,,,,
joy,fast_duck,,201928,hyper_top,10636450,510019.7,1880376.3,92206.7,20.85497874,20.39305495,20.78425373,
joy,lully,,201929,hyper_top,2124255.3,109011.7,279246.7,14686.4,,,,
joy,fast_duck,,201929,hyper_top,10655792,512028.2,1928735.9,95499.6,20.81094752,20.19627203,20.71432435,
joy,lully,,201930,hyper_top,2301004.3,118202,364442.6,19075,,,,
joy,fast_duck,,201930,hyper_top,10803520,519336.9,2220665,109095.4,20.80252722,20.35525788,20.72488158,
joy,lully,,201931,hyper_top,2474878.3,127290.6,537609.2,28224.8,,,,
joy,fast_duck,,201931,hyper_top,11539878,556629.8,3224620.8,160138.9,20.73169277,20.13639909,20.59869355,
joy,lully,,201932,hyper_top,2444229.8,125691.7,504858.8,26501.5,,,,
joy,fast_duck,,201932,hyper_top,11345254,546423.8,2974244,148058,20.76273764,20.08837077,20.61896798,
joy,lully,,201933,hyper_top,2234307,114729,270560.1,14150.3,,,,
joy,fast_duck,,201933,hyper_top,11206199,539563.8,2901284.5,143640.5,20.7689971,20.19823448,20.64899694,
joy,lully,,201934,hyper_top,2018903.5,103628.4,234509,12344.6,,,,
joy,fast_duck,,201934,hyper_top,10172901,489489.5,2343560.3,115955.7,20.7826746,20.21082448,20.67315308,
joy,lully,,201935,hyper_top,1935252,99355.8,154675.8,8141,,,,
joy,fast_duck,,201935,hyper_top,9683959,465511.8,1039470.9,51696.8,20.80282175,20.10706465,20.73327841,
joy,lully,,201936,hyper_top,1911746.4,98462.3,380482,19975.2,,,,
joy,fast_duck,,201936,hyper_top,9068282,435809.9,722473,35358.4,20.80788436,20.4328533,20.77974049,
joy,lully,,201937,hyper_top,1882109.8,97267.9,305572,16258.2,,,,
joy,fast_duck,,201937,hyper_top,8583909,413259.4,1784909.5,87991.1,20.77123715,20.28511406,20.68590156,
joy,lully,,201938,hyper_top,1702973.4,87796.4,236431,12486.3,,,,
joy,fast_duck,,201938,hyper_top,9916320,478651.3,3049268.3,150093.2,20.71721105,20.31583243,20.62139438,
joy,lully,,201939,hyper_top,1525442.5,78409.5,91363.6,4769.2,,,,
joy,fast_duck,,201939,hyper_top,10397109,503722.8,4147587.8,204785.4,20.64053682,20.2533374,20.52862169,
joy,lully,,201940,hyper_top,1595133.4,82187.2,207907.9,10977.1,,,,
joy,fast_duck,,201940,hyper_top,8404412,406094.2,992361.1,49463.2,20.69572035,20.06261423,20.62697939,
joy,lully,,201941,hyper_top,2513933,132126,1211026.9,65066.6,,,,
joy,fast_duck,,201941,hyper_top,7658976,368962.3,830898.2,40857.3,20.75815334,20.33659101,20.71612534,
joy,lully,,201942,hyper_top,1551175.9,80262.7,144588.9,7668.5,,,,
joy,fast_duck,,201942,hyper_top,8809168,426936.2,3062374,152049.1,20.63345296,20.1406914,20.50404734,
joy,lully,,201943,hyper_top,1459893.4,75063.5,56878.8,2994.7,,,,
joy,fast_duck,,201943,hyper_top,7565331.5,364204.1,812348.9,39845.6,20.77223046,20.38741793,20.73428195,
joy,lully,,201944,hyper_top,1562935.5,80493.8,103321.2,5470.6,,,,
joy,fast_duck,,201944,hyper_top,10005803,485871.2,3700218.3,184195.9,20.59352973,20.08849437,20.45469969,
joy,lully,,201945,hyper_top,1603608.8,82588.9,180900.4,9396,,,,
joy,fast_duck,,201945,hyper_top,9658402,468614.5,2914309,144675.3,20.61054876,20.14379096,20.50044041,
joy,lully,,201946,hyper_top,1642595.6,85146.2,481130.4,25516.8,,,,
joy,fast_duck,,201946,hyper_top,8056936.5,389299.8,1509760,74591.3,20.69596876,20.24043018,20.6227205,
joy,lully,,201947,hyper_top,1667949.6,86588.6,535558.8,28399.4,,,,
joy,fast_duck,,201947,hyper_top,7700144,371603.5,1703098.1,83862.4,20.72139794,20.30824422,20.64532625,
joy,lully,,201948,hyper_top,1605414.8,83205.7,403518.5,21354,,,,
joy,fast_duck,,201948,hyper_top,7828289,380988.3,1723866.6,88817,20.54732127,19.40919644,20.33215802,
joy,lully,,201949,hyper_top,1586694.1,82134.1,257763.2,13699.6,,,,
joy,fast_duck,,201949,hyper_top,8851236,429008,2127141,105392.7,20.631867,20.18300129,20.54334323,
joy,lully,,201950,hyper_top,1751189.1,90760.5,516534.7,27247.2,,,,
joy,fast_duck,,201950,hyper_top,8589332,416374.5,2387269.5,118616.5,20.62886176,20.12594791,20.5173573,
joy,lully,,201951,hyper_top,1996551.8,103382.6,555282.8,29292.9,,,,
joy,fast_duck,,201951,hyper_top,10869818,527092.4,4848865,239890.5,20.62222487,20.21282627,20.4941766,20.56555353
joy,lully,,201952,hyper_top,1710041.4,87971.2,254778.9,13361.4,,,,
joy,fast_duck,,201952,hyper_top,9485979,458812,1749764.1,86838.1,20.67508914,20.14972806,20.59147996,20.47527113
joy,lully,,202001,hyper_top,1558820,80055.2,155671.9,8125.5,,,,
joy,fast_duck,,202001,hyper_top,8580601,412826.9,948162.3,46290.3,20.78498518,20.48295863,20.75453348,
joy,lully,,202002,hyper_top,1306691.1,66952.3,94743.3,4954.9,,,,
joy,fast_duck,,202002,hyper_top,10280407,501727.6,4651081,232599.8,20.49001689,19.9960662,20.33355694,
joy,lully,,202003,hyper_top,1300027.3,66533.1,72190.5,3766,,,,
joy,fast_duck,,202003,hyper_top,7884071,380890.1,2116383.3,104786.8,20.69907041,20.19704104,20.5907555,
joy,lully,,202004,hyper_top,1293302.1,66094.2,68613,3589.2,,,,
joy,fast_duck,,202004,hyper_top,7343560.5,353962.2,1031651.9,52150.1,20.74673652,19.78235708,20.62289766,
joy,lully,,202005,hyper_top,1350062.5,68992.9,66847.1,3499.1,,,,
joy,fast_duck,,202005,hyper_top,7383441.5,355131.9,893627.7,45119.7,20.79070199,19.80571014,20.67966549,
joy,lully,,202006,hyper_top,1404330.9,71772,159628.2,8254.7,,,,
joy,fast_duck,,202006,hyper_top,7500874,359664,672016.8,33337,20.85522599,20.15828659,20.79610688,
joy,lully,,202007,hyper_top,1585812.6,81605.1,463905.4,24446.6,,,,
joy,fast_duck,,202007,hyper_top,7301592,349089.8,595709.3,29155.7,20.9160852,20.43200129,20.87877133,
joy,lully,,202008,hyper_top,1517139.5,77928.9,351516.5,18596.9,,,,
joy,fast_duck,,202008,hyper_top,7350026.5,351207.4,324264.6,15701.7,20.92788051,20.65156002,20.9160555,
joy,lully,,202009,hyper_top,1455789.1,74329.8,98341.2,5149.1,,,,
joy,fast_duck,,202009,hyper_top,7577887,362100.7,386769.5,18795.2,20.92756794,20.57809973,20.91032353,
joy,lully,,202010,hyper_top,1457322.4,74459,122048.4,6373,,,,
joy,fast_duck,,202010,hyper_top,7778585,373124.5,462471.9,23482.4,20.84715691,19.69440517,20.7789045,
joy,lully,,202011,hyper_top,1568239.1,80097,85340.5,4445.6,,,,
joy,fast_duck,,202011,hyper_top,8311444,398189.3,570932.1,27948.2,20.87309729,20.42822436,20.84392033,
joy,lully,,202012,hyper_top,1935454.8,99520.3,493308.7,26174.6,,,,
joy,fast_duck,,202012,hyper_top,7777078,371706.8,296943.3,14267.5,20.92261428,20.81256702,20.91854639,
joy,lully,,202013,hyper_top,1686360.3,86507,232294.2,12330.3,,,,
joy,fast_duck,,202013,hyper_top,7134931.5,340837.5,4782.6,238.1,20.93352844,20.08651827,20.93293716,
joy,lully,,202014,hyper_top,1532365,78195,10862,580.6,,,,
joy,fast_duck,,202014,hyper_top,7774117,372935.8,1513235.4,74370.1,20.84572465,20.34736272,20.76286586,
joy,lully,,202015,hyper_top,1824624,93025,100444.3,5097.8,,,,
joy,fast_duck,,202015,hyper_top,9544155,458333.1,2709169,133495.2,20.82362151,20.29413043,20.70418735,
joy,lully,,202016,hyper_top,1722351.6,87949.9,187460.9,9737.4,,,,
joy,fast_duck,,202016,hyper_top,8586397,411335.7,298468.1,15145.8,20.8744269,19.70632783,20.83294375,
joy,lully,,202017,hyper_top,1768953.5,90471.9,215079.8,11296.1,,,,
joy,fast_duck,,202017,hyper_top,8743051,418434.1,46898.1,2309.7,20.89469047,20.30484479,20.89145247,
joy,lully,,202018,hyper_top,1695778.8,86805.2,238296.7,12506.6,,,,
joy,fast_duck,,202018,hyper_top,8935598,428004.9,2054111,100395.8,20.8773264,20.46012881,20.79805912,
joy,lully,,202019,hyper_top,2011768.9,102937.1,279994.6,14694.6,,,,
joy,fast_duck,,202019,hyper_top,10291132,492562.1,2346929.5,114997.8,20.89306506,20.40847303,20.80134239,
joy,lully,,202020,hyper_top,2052475.6,104977.6,2564.9,153.6,,,,
joy,fast_duck,,202020,hyper_top,11010002,527817.3,475076.2,24270.1,20.85949437,19.57454646,20.80300728,
joy,lully,,202021,hyper_top,2262982.3,115407.4,92782.6,4822.3,,,,
joy,fast_duck,,202021,hyper_top,12174013,582981.8,1870277.5,91132.4,20.88232085,20.52264069,20.83369628,
joy,lully,,202022,hyper_top,2518650.8,129181.4,387887.8,20614.8,,,,
joy,fast_duck,,202022,hyper_top,12485054,596707.7,956310.4,46167.8,20.9232326,20.7137962,20.90819202,
joy,lully,,202023,hyper_top,2375934,122017.7,609296.7,31825.4,,,,
joy,fast_duck,,202023,hyper_top,15124883,733508.7,5535418.5,275917.8,20.61990948,20.06183907,20.46736588,
joy,lully,,202024,hyper_top,2409389.5,123491.7,842986.8,43477.9,,,,
joy,fast_duck,,202024,hyper_top,10716965,514913.8,2300817.5,113060.6,20.81312445,20.35030329,20.72979806,
joy,lully,,202025,hyper_top,2193379.8,112011.1,389879,20074.2,,,,
joy,fast_duck,,202025,hyper_top,11114519,532294.8,1808123.5,88578.2,20.88038245,20.41273699,20.81366479,
joy,lully,,202026,hyper_top,2096972.9,107443.6,157227.9,8545,,,,
joy,fast_duck,,202026,hyper_top,10739625,513392.8,1564841.4,76415.5,20.91892407,20.4780627,20.86180612,
joy,lully,,202027,hyper_top,2311382.3,118686,612494.1,32181.1,,,,
joy,fast_duck,,202027,hyper_top,10702184,511679.4,1169600.6,56811.3,20.91580001,20.58746411,20.88298824,
joy,lully,,202028,hyper_top,2408112.3,123414.1,598032.3,31420.1,,,,
joy,fast_duck,,202028,hyper_top,11451888,546911.8,1083159.8,52333.3,20.93918617,20.6973342,20.91806475,
joy,lully,,202029,hyper_top,2222988.8,113511.6,323584.7,16957.6,,,,
joy,fast_duck,,202029,hyper_top,11055625,527677.9,1066650.6,51758.7,20.9514649,20.60814124,20.9207972,
joy,lully,,202030,hyper_top,2293462,117656.2,383302.6,20300,,,,
joy,fast_duck,,202030,hyper_top,11036360,527123.1,1264550.9,61184.6,20.93696899,20.66779713,20.90897484,
joy,lully,,202031,hyper_top,2596660.3,133074.4,646835.9,34060.9,,,,
joy,fast_duck,,202031,hyper_top,12822539,615571.4,3710299.8,182935.7,20.83030336,20.2819887,20.70468603,
joy,lully,,202032,hyper_top,2572962.3,131649.9,507293,26651.5,,,,
joy,fast_duck,,202032,hyper_top,13158771,630612.4,3697824,182103.5,20.86665438,20.30616655,20.74106708,
joy,lully,,202033,hyper_top,2424830.8,123946.4,333098.7,17529.1,,,,
joy,fast_duck,,202033,hyper_top,12569216,601228.1,3129591.3,153033,20.90590244,20.45043422,20.81349191,
joy,lully,,202034,hyper_top,2239416.5,114491,298757.9,15790.3,,,,
joy,fast_duck,,202034,hyper_top,11499552,551022,2250937.5,109825,20.86949704,20.49567494,20.80737221,
joy,lully,,202035,hyper_top,2063932.1,106132.6,329963.4,17710.4,,,,
joy,fast_duck,,202035,hyper_top,10160706,488266.3,1064461.3,53996.3,20.80976303,19.71359704,20.70061129,
joy,lully,,202036,hyper_top,2043597.4,104921.4,547371.5,28824.7,,,,
joy,fast_duck,,202036,hyper_top,9491524,454703.6,719186.9,35868.2,20.87409029,20.05082218,20.81389697,
joy,lully,,202037,hyper_top,1933364.8,99169.2,595791.6,31189.5,,,,
joy,fast_duck,,202037,hyper_top,9470622,453755.1,1606757.3,78284.6,20.87165962,20.52456422,20.82058782,
joy,lully,,202038,hyper_top,1727446.9,88381.1,302263.2,15704.2,,,,
joy,fast_duck,,202038,hyper_top,10795975,515008.1,3228128,153867.4,20.96272855,20.97993467,20.96668663,
joy,lully,,202039,hyper_top,1473945.1,75229.9,75685.4,3933.5,,,,
joy,fast_duck,,202039,hyper_top,11727414,565533.8,5196949,254634,20.73689318,20.40948577,20.6352444,
joy,lully,,202040,hyper_top,1660797.9,85286.4,534318.6,27993.1,,,,
joy,fast_duck,,202040,hyper_top,8560533,411778,2165167.8,106785,20.78919466,20.27595449,20.68350576,
joy,lully,,202041,hyper_top,1987095.4,102743.3,688199,36367.4,,,,
joy,fast_duck,,202041,hyper_top,8241440.5,395512.6,1436287.8,70267.3,20.83736523,20.44034423,20.77747086,
joy,lully,,202042,hyper_top,1478690.1,75659.2,106188.4,5572.4,,,,
joy,fast_duck,,202042,hyper_top,8038354.5,385651.6,868316.8,42706.6,20.8435658,20.33214538,20.79257803,
joy,lully,,202043,hyper_top,1425647.8,72883.1,79724,4177,,,,
joy,fast_duck,,202043,hyper_top,10178334,490633.6,3384633.8,165857.1,20.74528528,20.40692741,20.65980188,
joy,lully,,202044,hyper_top,1645792.1,84566.9,277932.2,14658.5,,,,
joy,fast_duck,,202044,hyper_top,8790860,423956.8,1313681.6,65429.1,20.73527303,20.07794086,20.64739013,
joy,lully,,202045,hyper_top,1379688.8,70711.9,158877.4,8381.4,,,,
joy,fast_duck,,202045,hyper_top,8360210,404334.2,2052223.3,102688.4,20.67648495,19.98495741,20.53642836,
joy,lully,,202046,hyper_top,1524835.8,78286.7,339816.1,17909.6,,,,
joy,fast_duck,,202046,hyper_top,7954349.5,382457.4,995570.4,49105.9,20.79800129,20.27394672,20.73837117,
joy,lully,,202047,hyper_top,1472494.1,75581.9,257627.5,13578,,,,
joy,fast_duck,,202047,hyper_top,8143395,391297.3,1288483.5,63068.4,20.81127317,20.42993797,20.75834179,
joy,lully,,202048,hyper_top,1359400.1,69618.3,210979.9,10996.6,,,,
joy,fast_duck,,202048,hyper_top,8236807.5,395893.2,1286270.1,63340,20.80563015,20.30739027,20.73691014,
joy,lully,,202049,hyper_top,1651627.6,85288.1,484486.4,25519.9,,,,
joy,fast_duck,,202049,hyper_top,9879263,478094.7,2391632.3,118659.9,20.66382037,20.15535408,20.5627159,
joy,lully,,202050,hyper_top,1751393.1,90643.4,729384.8,38597.3,,,,
joy,fast_duck,,202050,hyper_top,8750923,421816.6,1808413.3,89411,20.74580043,20.22584805,20.65486351,
joy,lully,,202051,hyper_top,1791119,92464.5,558447.3,29592,,,,
joy,fast_duck,,202051,hyper_top,10712129,517011,3717988.3,183336.5,20.71934446,20.2795859,20.60422476,
joy,lully,,202052,hyper_top,1761852,90782.3,454763.3,24117.5,,,,
joy,fast_duck,,202052,hyper_top,12475625,603220.1,4341431,213696.4,20.68171303,20.31588272,20.58601583,20.8289017
joy,lully,,202053,hyper_top,1676312,86266.6,492100.5,25922.1,,,,
joy,fast_duck,,202053,hyper_top,9577404,460735.3,1647059.6,81503.9,20.78721557,20.20835322,20.70020685,21.15843558
joy,lully,,202101,hyper_top,1328535.4,67994.6,179569.3,9379.8,,,,
joy,fast_duck,,202101,hyper_top,7831702,376291.3,1069589.6,53185.7,20.81287024,20.1104733,20.7258866,
joy,lully,,202102,hyper_top,1294949.5,66073.8,101083.6,5217,,,,
joy,fast_duck,,202102,hyper_top,11307061,550528.5,4337419.5,217468,20.53855704,19.94509307,20.37051015,
joy,lully,,202103,hyper_top,1265792.3,64603.1,81345.3,4236.8,,,,
joy,fast_duck,,202103,hyper_top,8121619,391111.4,1273097.9,64293.9,20.76548779,19.80122376,20.62935346,
joy,lully,,202104,hyper_top,1331999.8,68047.5,89051,4639,,,,
joy,fast_duck,,202104,hyper_top,8131541,390483.2,1056835.6,53154.2,20.82430435,19.88244767,20.71145625,
joy,lully,,202105,hyper_top,1323088.4,67510.8,104144.5,5344.1,,,,
joy,fast_duck,,202105,hyper_top,7820069,373968.8,599905.1,29915.1,20.91101985,20.05358832,20.84751113,
joy,lully,,202106,hyper_top,1344187.3,68548.5,124434.2,6386.1,,,,
joy,fast_duck,,202106,hyper_top,9480821,456412.1,2155038.5,107261.6,20.77250143,20.09142601,20.64289943,
joy,lully,,202107,hyper_top,1359587.1,69321.5,48917.8,2541.3,,,,
joy,fast_duck,,202107,hyper_top,8623390,412839.6,1114264.6,55200.3,20.88799137,20.18584319,20.8051805,
joy,lully,,202108,hyper_top,1661610.3,85309.6,336933.7,17816.9,,,,
joy,fast_duck,,202108,hyper_top,8561080,408467,202607.7,9724.9,20.95904932,20.83391089,20.95613927,
joy,lully,,202109,hyper_top,1483095.1,75742.7,127755.3,6763.5,,,,
joy,fast_duck,,202109,hyper_top,8738786,418598.3,558765.7,28575.1,20.87630552,19.55428677,20.79182639,
joy,lully,,202110,hyper_top,1428514,72851.6,93481.9,4865.8,,,,
joy,fast_duck,,202110,hyper_top,8359895.5,399165.7,349909.3,17277.3,20.94342149,20.25254525,20.91475856,
joy,lully,,202111,hyper_top,1392373.1,71015.3,78967.3,4118,,,,
joy,fast_duck,,202111,hyper_top,8404428,401411.3,593385.2,29262.9,20.93719833,20.27773051,20.89238965,
joy,lully,,202112,hyper_top,1390769.1,70847.9,69701.8,3634.4,,,,
joy,fast_duck,,202112,hyper_top,9369693,450607.5,3472299,171341.3,20.79346882,20.26539427,20.64798903,
joy,lully,,202113,hyper_top,1992902.4,102077.9,340743.7,17923.3,,,,
