draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta1.1,beta1.2,beta1.3,beta1.4,beta1.5,beta1.6,beta1.7,beta1.8,beta1.9,beta1.10,beta1.11,beta1.12,alpha,noise_var
236,213.52535719286072,0.8945966615837413,0.11776663328442276,4.0,15.0,0.0,-210.42472439691932,0.41636993707243314,0.5019063632278458,0.5423040716598181,0.47510470153985035,0.47650805162652937,0.31840591429003823,0.3275945242980979,0.45622734490244626,0.4462192006991664,0.5472472740342116,0.49387884062390536,0.5283895816859517,0.5444530033673013,0.01587931585936547
237,221.90109329842372,0.9968582796500624,0.052221017393700386,5.0,31.0,0.0,-218.3249492193365,0.6546244527152096,0.7047172084767604,0.8054140945333887,0.811842242419609,0.7621904891261733,0.6004705547933724,0.6237203417076943,0.7529234918031076,0.6959672126302008,0.8888785440623763,0.749195100963884,0.7441418614596805,0.26384958675463244,0.016385095074604835
238,216.72953233700525,0.021276595745065862,0.20985579023658457,5.0,47.0,0.0,-212.39963031470967,0.3977663237087575,0.3717866759584436,0.665909484181887,0.5795120031889759,0.525729109976214,0.35370600576199085,0.34886569054797717,0.4640485402991613,0.3958471681333159,0.5754542022911449,0.46929000445517993,0.49595536449538774,0.5286358214941133,0.01507414242113611
239,219.1853033302964,0.4283248454513009,0.09639360725096661,7.0,143.0,0.0,-212.8626693889478,0.34217891782691023,0.4356213777253639,0.62718686762338,0.5011051523867456,0.5811940569172945,0.332415973615817,0.3303277876757018,0.4371710031140699,0.4892541149381286,0.5783303560327875,0.49267116792739063,0.4930920492353564,0.5274078461080399,0.013040299163468107
240,216.9885981252961,0.8975272453952808,0.11776663328442276,3.0,7.0,0.0,-210.668571732461,0.39253762551323107,0.48977378085555595,0.55405806712108,0.4815506076075418,0.5080985689712781,0.3125983208008274,0.3439206515067027,0.4687249700878131,0.4796831858465154,0.5638080844216069,0.46435511538680746,0.505550912476776,0.5225266799763544,0.015790088660034864
241,218.48141198382268,0.9670844585259599,0.052221017393700386,4.0,15.0,0.0,-215.08128205847052,0.6897898192950975,0.7815328709895968,0.8111406743661036,0.8256086340476099,0.7819135110707266,0.6579085210151804,0.6170825361482465,0.7268692231939271,0.6947944760505671,0.8581527548013616,0.7591157471563283,0.7288566122240716,0.24953727272096132,0.015783332003557804
242,216.72953233700525,0.06367056691257116,0.20985579023658457,3.0,7.0,0.0,-205.09749297998155,0.3977663237087575,0.3717866759584436,0.665909484181887,0.5795120031889759,0.525729109976214,0.35370600576199085,0.34886569054797717,0.4640485402991613,0.3958471681333159,0.5754542022911449,0.46929000445517993,0.49595536449538774,0.5286358214941133,0.01507414242113611
243,219.39928477614984,0.9239482273664009,0.09639360725096661,4.0,15.0,0.0,-214.9243856236569,0.474870366599541,0.42620619926131975,0.5945515584516973,0.5380385854951197,0.5420800389412719,0.318455694195558,0.39654657933882137,0.5002880874760021,0.49474283589966317,0.6303918798588811,0.4509390217106435,0.473485681051799,0.5031833877959211,0.014469727199401075
244,214.45961805480013,0.4372964653415053,0.11776663328442276,5.0,31.0,0.0,-204.48866802023906,0.2944517779584653,0.27947824866100834,0.5762018398907757,0.42008323170085543,0.52348487600967,0.3098816483045025,0.26097277203727454,0.3708138259016972,0.3866133413787892,0.49209350431793486,0.43334162909510404,0.4267298713369401,0.5987953628067157,0.014884622446918882
245,223.67954232108497,0.7738833141863083,0.052221017393700386,5.0,31.0,0.0,-213.7443591042948,0.6711093869230295,0.6496290105237201,0.8269667358018514,0.7821101991897622,0.8003959764509652,0.5707112768992532,0.5970163867862355,0.7291627922287561,0.7810629585303674,0.8911208992875678,0.7441450027685071,0.7619750295501247,0.26379444220910764,0.016405365754320514
246,215.03999895257724,0.11089130045388333,0.20985579023658457,3.0,7.0,0.0,-211.90656915307358,0.4204225509693978,0.36786383668106476,0.6860242200926833,0.5679659815512497,0.49840972988597704,0.34548716467680995,0.35728203571730965,0.4677025084214787,0.4062837670277872,0.5753584238120912,0.45672410218938353,0.5010256676560888,0.5403799100271967,0.015006160281884302
247,219.91794393976792,0.9778166596373503,0.09639360725096661,4.0,15.0,0.0,-216.7568593194654,0.4763757461532203,0.43024954050596176,0.5994954977032125,0.5408369180496696,0.5367159777432944,0.32616364021207617,0.3886006290322054,0.49447116212586784,0.49733675446425085,0.6278845337353162,0.45304588493091164,0.46615398957637116,0.5056668096128334,0.014548418650581275
248,216.843207468238,0.9863595374850365,0.11776663328442276,4.0,15.0,0.0,-210.0608176050515,0.4093341992901186,0.4163655066705484,0.5372937923444261,0.4792508803773278,0.4584277088156742,0.2616063870216477,0.30122584636130356,0.4019509651201316,0.4161010026907084,0.5582557962908398,0.37969210332524933,0.434480074412093,0.5804408221289754,0.016949496643802492
249,224.01492836771888,0.7926542902118416,0.052221017393700386,5.0,47.0,0.0,-218.20119406190005,0.6994826562859503,0.7260600992299964,0.9115807619754992,0.8113461371432376,0.8451404558994122,0.6279316286915736,0.6033958291375418,0.7195031984712181,0.7443195966654762,0.8705659773221608,0.7084691208476579,0.7577503719252534,0.2643610072783065,0.012893631747668173
250,215.02173739200225,0.14306678924143404,0.20985579023658457,3.0,7.0,0.0,-199.78004603479883,0.38123432232566906,0.35419774807658383,0.6724758272106777,0.57708296991568,0.564227511261542,0.33166540997843785,0.4080311362358957,0.45253082393220323,0.4346464186422954,0.5778831740577194,0.44277452255342126,0.5397006788429859,0.5243829431421921,0.015203374141458585
251,218.90489781066367,0.9993932769262246,0.09639360725096661,5.0,63.0,0.0,-213.0479993712296,0.3321059375924122,0.37711685185189214,0.5902437935197241,0.49064353142089007,0.5520147576353488,0.3641688113506315,0.3100139041087306,0.4008681338208805,0.4455313216996909,0.5572821732290965,0.44249185336963914,0.4978316352015655,0.5500268099091371,0.012916393176733086
252,213.24691163877887,0.9655393850941377,0.11776663328442276,4.0,15.0,0.0,-209.29725048359992,0.333660729929689,0.27257312534388944,0.5536377330135781,0.40458895943258777,0.46638692351846106,0.20381546709702278,0.3036630014178308,0.4094708702566224,0.40755943093918495,0.5565328134179811,0.43015096979094225,0.38932763036942486,0.6015793050123135,0.01672099993552282
253,223.25996126288817,0.9995950446365637,0.052221017393700386,7.0,191.0,0.0,-217.53252593301943,0.6606866291871658,0.5985924034548193,0.8065988964107205,0.6824276669069114,0.7509723961182954,0.543485746094441,0.4934144241096424,0.6159245974256077,0.6519933432921496,0.7645883336571313,0.6317386973730087,0.6799821484084159,0.3442311822098923,0.015816839047541387
254,215.02173739200225,1.9824447332069287e-12,0.20985579023658457,2.0,3.0,0.0,-208.57627286825934,0.38123432232566906,0.35419774807658383,0.6724758272106777,0.57708296991568,0.564227511261542,0.33166540997843785,0.4080311362358957,0.45253082393220323,0.4346464186422954,0.5778831740577194,0.44277452255342126,0.5397006788429859,0.5243829431421921,0.015203374141458585
255,216.51819010155822,0.9949534841033106,0.09639360725096661,4.0,15.0,0.0,-212.8505352769746,0.42355675496142053,0.3978064295841298,0.5466951339460574,0.48641555445531853,0.48959043499017885,0.27243498468170835,0.329007429372325,0.4668687686762292,0.444319711149553,0.5848340114015964,0.43325243836245375,0.4307393510828895,0.5569651028721029,0.011291414432459351
256,216.08316446100204,0.9500552906100508,0.11776663328442276,4.0,15.0,0.0,-205.00530356871093,0.3626578480235818,0.3762324426880323,0.4673292767697979,0.45714553063651453,0.4872502196493771,0.31013030365539634,0.2618907454576839,0.360934178081692,0.40899536393457225,0.4988933150750995,0.36750142733890245,0.4572686166541955,0.5947370396829464,0.013949275882831468
257,223.29262830186954,0.9961407034164563,0.052221017393700386,5.0,31.0,0.0,-217.97620310697698,0.5396598546016896,0.599978573886664,0.7763817328129716,0.7352448690114534,0.7209324034254353,0.527259939781029,0.5520234037315189,0.6942332988328592,0.6690859922311783,0.7747019273371353,0.6331320315415384,0.6936459722359124,0.3398769657511658,0.01577847492098869
258,215.02173739200225,0.0001561641116792714,0.20985579023658457,3.0,7.0,0.0,-204.7478412286527,0.38123432232566906,0.35419774807658383,0.6724758272106777,0.57708296991568,0.564227511261542,0.33166540997843785,0.4080311362358957,0.45253082393220323,0.4346464186422954,0.5778831740577194,0.44277452255342126,0.5397006788429859,0.5243829431421921,0.015203374141458585
259,220.0194268311412,0.9382063376934916,0.09639360725096661,4.0,15.0,0.0,-212.83979962882114,0.375844354181472,0.3854114185904769,0.5978292934304064,0.48574203141740163,0.5785341639416774,0.3298262253521859,0.32005095667844835,0.40090167112106767,0.46099610647558953,0.5718263161261496,0.4443590704133956,0.5151199827477483,0.5361511332410319,0.0140214765482864
260,212.73456886704497,0.741531881908919,0.11776663328442276,4.0,15.0,0.0,-205.5197345915654,0.2906565171257183,0.2979131805999052,0.5790108367751612,0.414895080002839,0.442003564866821,0.24145129537104973,0.2680698599736969,0.4025203842942544,0.37799410630810293,0.5134244898479311,0.36603747820804344,0.36087048603038185,0.6291306874915337,0.014165187056516183
261,223.45837465583654,0.9372401382660301,0.052221017393700386,5.0,31.0,0.0,-217.83903157677625,0.637921932326288,0.5894180535869527,0.7840010061702224,0.6543036410628115,0.7416404955821789,0.530904842903988,0.497383255564568,0.5861400899776416,0.6344521738168261,0.777258094573122,0.6339739885336816,0.6527984934990388,0.3604669772526699,0.015100824900176162
262,216.1558725725163,0.14477194473254043,0.20985579023658457,5.0,31.0,0.0,-206.37477345373938,0.3984739581997641,0.4096267010525299,0.6467896738516734,0.5763009740071422,0.49917836292724077,0.4080580013090127,0.35211490728692046,0.5008371220220122,0.4642014116423045,0.6499251115653263,0.41773018944853396,0.49829017593497144,0.5114128771589072,0.017874397128554393
263,217.22633678962353,0.9502174501682158,0.09639360725096661,4.0,15.0,0.0,-214.19217013190251,0.4401465577586964,0.42362061427412706,0.5468793215666141,0.5333956877029159,0.4958426891945685,0.2902077355432028,0.35971916428320544,0.4311417769588601,0.41984217800826207,0.5870862267958115,0.46797606011427595,0.4609324566632685,0.5524429420676041,0.013122592653417059
264,211.95170386844546,0.933153538727469,0.11776663328442276,4.0,15.0,0.0,-203.75025035523342,0.3331535556653657,0.334106666953421,0.43494912544160014,0.41756200026164847,0.46004530295523094,0.2608861194921321,0.21697304163195624,0.30201964023231215,0.3559248459210087,0.4857871823052324,0.3281337424528169,0.42640955801657454,0.6225943256118465,0.013700144761300955
265,220.18684763958558,0.596897848546704,0.052221017393700386,5.0,63.0,0.0,-211.97406526911772,0.49007028473726877,0.5593761370696858,0.7430263590259449,0.6974165974735896,0.653608086876713,0.4532434535637589,0.4881802989904761,0.6234961326063412,0.5789260011845994,0.7460427171188627,0.615538308324129,0.6376935474705424,0.4098192231835945,0.012890748312099689
266,216.11430789361887,0.1357048431659007,0.20985579023658457,4.0,23.0,0.0,-209.0044871556394,0.43424046953824086,0.39191878065971086,0.6472332022963072,0.5815066341594379,0.4988863405549669,0.4039038121853134,0.3830767580377325,0.5066873915565661,0.4704574693240139,0.6757492362790695,0.4407967823257831,0.5371587095178049,0.5008201131975709,0.01779624892616841
267,218.20723422485452,0.7706775459960206,0.09639360725096661,4.0,31.0,0.0,-208.3326173682558,0.37296405530108073,0.40582709939771594,0.5497041116687572,0.551978445867125,0.5035167463160138,0.353830977008283,0.33131155676465507,0.4473957444325704,0.44994801709387433,0.5797334518772139,0.40310308767275627,0.44119352881601687,0.5632782595798778,0.015473324708744967
268,208.53289587464707,0.8706404998220958,0.11776663328442276,4.0,15.0,0.0,-196.67019098898118,0.3062897365461346,0.31190556957752813,0.5853291326703195,0.4168774560573554,0.4524869475433221,0.15597256900082535,0.2747499645190078,0.397847903045831,0.3783293353612665,0.5142567979848827,0.40901075899773426,0.3546737490439622,0.6263042982854973,0.013086622977223742
269,218.0662675640747,0.9608162517125235,0.052221017393700386,5.0,63.0,0.0,-209.3149385527225,0.5629143734936028,0.5756079818503951,0.7275881209202619,0.6098887814776345,0.6651134634327023,0.4728957990180168,0.4097996374587063,0.6567181773830545,0.6549530890859179,0.764163397479649,0.6038669380697154,0.5787897878824662,0.4062516311392684,0.015150525710845054
270,216.11430789361887,4.59047167062284e-05,0.20985579023658457,2.0,3.0,0.0,-211.57509995999283,0.43424046953824086,0.39191878065971086,0.6472332022963072,0.5815066341594379,0.4988863405549669,0.4039038121853134,0.3830767580377325,0.5066873915565661,0.4704574693240139,0.6757492362790695,0.4407967823257831,0.5371587095178049,0.5008201131975709,0.01779624892616841
271,218.50808571410985,0.7196456237535596,0.09639360725096661,5.0,63.0,0.0,-212.76746501379205,0.42205445379214895,0.4796440693203433,0.6065534173852102,0.5727633665599641,0.6078004773606946,0.3683988024932233,0.37732947034411957,0.4682510544999978,0.4715697125044029,0.6489906336342256,0.5110444444462814,0.5247704045122318,0.5174342182505381,0.013005033890988319
272,208.00657379983812,0.9864793168631998,0.11776663328442276,4.0,15.0,0.0,-201.68425081268532,0.33115444140171,0.3432134510661824,0.44409666320237634,0.43257451151029996,0.41121977939115073,0.37102373622728574,0.23219298910233108,0.3404679436566188,0.37287737263157095,0.5126785251835241,0.3125812116691188,0.4204413398845924,0.6044823867336091,0.016423315214972773
273,221.08561201721187,0.9732768821277028,0.052221017393700386,4.0,31.0,0.0,-212.72740380586663,0.5369645407314395,0.6081503424210736,0.7425069831622276,0.6828393675368549,0.693118604165623,0.4782051220587566,0.451553165841248,0.616205555121965,0.6300056147723966,0.7620555562867574,0.5977343266997684,0.5532871482807884,0.3877243717217652,0.014050651026249396
274,216.11430789361887,0.011126567969642976,0.20985579023658457,4.0,15.0,0.0,-211.75026971023203,0.43424046953824086,0.39191878065971086,0.6472332022963072,0.5815066341594379,0.4988863405549669,0.4039038121853134,0.3830767580377325,0.5066873915565661,0.4704574693240139,0.6757492362790695,0.4407967823257831,0.5371587095178049,0.5008201131975709,0.01779624892616841
275,221.63381520811657,0.8673001829751228,0.09639360725096661,4.0,15.0,0.0,-217.27912468186585,0.4663995401068579,0.43182675837631507,0.7074327272898283,0.5646955118312746,0.5716789387883692,0.3545292369379927,0.40375901912085793,0.5309303486109255,0.520084758655223,0.6500097011098591,0.4945178032194352,0.528706738197749,0.4789377147712393,0.013722935302278179
276,208.18291360649044,0.852210143977413,0.11776663328442276,4.0,15.0,0.0,-199.23606295598262,0.32151319231328745,0.31478277097802754,0.5899836145254793,0.4141101904472472,0.49837726553418454,0.17425004156990148,0.2941387475272371,0.39806766502029667,0.3917393768775612,0.45838679139797817,0.43572263040836556,0.385595096530459,0.6247785341056599,0.017755149365095937
277,221.66377135880595,0.9914801601108717,0.052221017393700386,4.0,31.0,0.0,-218.517381295638,0.5423529280796902,0.5742966260757831,0.7304127752192822,0.6496378179256542,0.6993108497663614,0.48993681390805516,0.4657558448068046,0.60230883380076,0.6383805022362998,0.7356436431698716,0.5710240967715446,0.5378245524104294,0.3927841579547913,0.014005051720103955
278,217.79024917562236,0.20850308094660172,0.20985579023658457,4.0,15.0,0.0,-211.04206767551366,0.3669739374020507,0.391409126359203,0.6270668854464886,0.5554973403679277,0.5292550608129123,0.394469972964483,0.38326558772711455,0.460027051343971,0.5190789805397554,0.6562317956016231,0.49720693587969983,0.48587627385031684,0.5149635460139903,0.01764624237817821
279,216.04514501918473,0.6488349510346998,0.09639360725096661,4.0,31.0,0.0,-212.49732961660533,0.4629362247367611,0.4514426865260457,0.6983610296728693,0.5592520185372529,0.5735364786124522,0.3349919814197798,0.3891349519516318,0.5481217128682824,0.48919698474322,0.7032204476206583,0.46904122461853043,0.49248006316133874,0.49140780018638236,0.012198759702569789
280,211.7738621978405,0.9833553308456906,0.11776663328442276,4.0,15.0,0.0,-200.55738671287492,0.3345381362045921,0.35136686179553145,0.48703310903186847,0.398227930367785,0.453030808137204,0.3454151341426865,0.23038354149514478,0.34567003638310345,0.3867645648183453,0.4630329471740532,0.3367675856463972,0.4381652355037573,0.6242150933330468,0.016379564984028157
281,221.03195722163412,0.8458933817710922,0.052221017393700386,5.0,31.0,0.0,-214.95475258327534,0.4758981207127366,0.5234181008298133,0.7315505618139623,0.6281907216462405,0.682565191180522,0.4392966833177278,0.45592068805580804,0.5886649726092024,0.543896938608672,0.7169482547616,0.5986162823348429,0.6819411106216203,0.4145563083653872,0.01423439344107288
282,217.79024917562236,0.003629501289966982,0.20985579023658457,3.0,7.0,0.0,-209.9592384640356,0.3669739374020507,0.391409126359203,0.6270668854464886,0.5554973403679277,0.5292550608129123,0.394469972964483,0.38326558772711455,0.460027051343971,0.5190789805397554,0.6562317956016231,0.49720693587969983,0.48587627385031684,0.5149635460139903,0.01764624237817821
283,216.4662908972375,0.09554229586159867,0.09639360725096661,4.0,15.0,0.0,-210.89877092633654,0.4664592353478325,0.4310616162217299,0.688460639605866,0.5723923193046176,0.5693588722770189,0.3411839381356229,0.4073058302940712,0.5492501286537516,0.4930848204950817,0.7006550137151834,0.48617407518699945,0.5034537203378381,0.4706993817051825,0.012045088204404896
284,210.57751346058862,0.9787533372269521,0.11776663328442276,4.0,15.0,0.0,-205.40649718202013,0.31322610070168316,0.30535112233796985,0.5566490794386465,0.4568474855624907,0.4713625553612804,0.17581123527947937,0.2828262716996289,0.3959396091364337,0.37967985690065836,0.5666428784439749,0.4152434719766699,0.3311420868915768,0.6040234546522002,0.01759643228692889
285,220.49709448056458,0.7014128914238194,0.052221017393700386,5.0,31.0,0.0,-213.431053719526,0.4820585252859262,0.47762388728094857,0.7006662079797155,0.6619686485882422,0.6905042166647708,0.514318593435314,0.44254928992983644,0.5698588574749058,0.5947209562079354,0.7236467270850555,0.6249828174647902,0.6248023631913292,0.4150979349311115,0.01379877309781229
286,215.0727738193095,0.12438573772552804,0.20985579023658457,3.0,7.0,0.0,-208.36652846467382,0.37486437115233184,0.3760487149925984,0.6395528973725279,0.5287276394761046,0.5473472764565706,0.4429284955081971,0.38636965378932575,0.4845596917527232,0.5667749899925423,0.660312786673894,0.4906918842634867,0.48086188913438915,0.50587051070422,0.017221110934753227
287,213.24382194275893,0.6870456922209598,0.09639360725096661,5.0,63.0,0.0,-205.98897727759905,0.6336988413499548,0.5554445387770871,0.8780008238632107,0.7439277213111697,0.7302723638511734,0.4981305180353985,0.639614102055111,0.7313838410584703,0.654762908552005,0.8588224151503598,0.6479347246156805,0.6582793063839325,0.3294912070478499,0.019588016871648885
288,212.79560656225715,0.93385395414647,0.11776663328442276,4.0,31.0,0.0,-200.7791809396374,0.4148761838450369,0.3956197949776854,0.5713032801610195,0.49060996740006785,0.45934796033332087,0.38502022362906596,0.3332565952186756,0.4445380044751362,0.4684594656726336,0.5312755638029426,0.3835172893421067,0.5675674097864848,0.5410248940727214,0.017650045291221855
289,220.81475723267235,0.9956119612734267,0.052221017393700386,5.0,31.0,0.0,-218.164987863302,0.5627865311691661,0.591598862756935,0.7278007755063222,0.6233499347564261,0.6440737943468051,0.42834290521642243,0.4799066278530198,0.5830769158077643,0.5893797931087408,0.7199210636784487,0.5289101479999067,0.6021372599399649,0.41740899265722525,0.012580062643458966
290,215.0727738193095,0.10189647805975861,0.20985579023658457,3.0,11.0,1.0,-210.92187236551783,0.37486437115233184,0.3760487149925984,0.6395528973725279,0.5287276394761046,0.5473472764565706,0.4429284955081971,0.38636965378932575,0.4845596917527232,0.5667749899925423,0.660312786673894,0.4906918842634867,0.48086188913438915,0.50587051070422,0.017221110934753227
291,218.27857680142313,0.9449210803524382,0.09639360725096661,4.0,15.0,0.0,-209.94822270892752,0.6160682596393156,0.6948691241662951,0.7955804481944299,0.7438390509925058,0.7864815364102181,0.5883114415094801,0.4868270068751811,0.6394639485180997,0.6628784817917239,0.7500991954347809,0.6644407166460622,0.7426754391088525,0.3107302704110142,0.0182982284671638
292,212.79560656225715,0.02580228619635498,0.11776663328442276,4.0,15.0,0.0,-204.15103978207014,0.4148761838450369,0.3956197949776854,0.5713032801610195,0.49060996740006785,0.45934796033332087,0.38502022362906596,0.3332565952186756,0.4445380044751362,0.4684594656726336,0.5312755638029426,0.3835172893421067,0.5675674097864848,0.5410248940727214,0.017650045291221855
293,220.06302441068777,0.9264562043627552,0.052221017393700386,5.0,31.0,0.0,-205.928606967231,0.4876180820541387,0.4376727376687278,0.642859662856414,0.5237307091731155,0.6688634957316496,0.42661281789785865,0.3938101583152737,0.5345245255543919,0.5722377196974472,0.6760561269142383,0.5515895294508956,0.5749960822868065,0.45494428302761725,0.014113589553107146
294,213.69187981164575,0.14382406653018773,0.20985579023658457,2.0,7.0,0.0,-206.92192839129922,0.3830247925979534,0.37375515297063755,0.6232181270647921,0.5627466209367321,0.5607451699238307,0.41848912610232036,0.3533842786437086,0.4872987215817438,0.5546680377881796,0.7059973839256588,0.47252441864391836,0.4613351974253127,0.49250663682414425,0.017258196877993456
295,221.8282791943055,0.8910686522704159,0.09639360725096661,4.0,15.0,0.0,-208.63015942976764,0.6578036659021835,0.5945261274864522,0.8720552589281984,0.736707514221342,0.7603939265639039,0.545751482496556,0.6317798435150962,0.7300998115558194,0.7335905996498621,0.8408583797508297,0.6840639723823955,0.6904498143548209,0.2835204576823838,0.015397724922162346
296,215.13687659523174,0.2741733264537155,0.11776663328442276,4.0,15.0,0.0,-205.83647053760066,0.44075253318706825,0.35622167689151163,0.5602415858095279,0.4663614296133244,0.4785423920904609,0.34999047126312005,0.3500739470382,0.40998293089906207,0.5279966259218505,0.6148760347564801,0.45011434717937876,0.4854049320578922,0.5332708888195856,0.017393192233265964
297,217.16978562442864,0.9874281628718361,0.052221017393700386,5.0,31.0,0.0,-208.009313904855,0.4381085819469632,0.4973510910449605,0.7152761124728687,0.6473818049819647,0.5571357708411452,0.4145644891215081,0.4240036200238081,0.534379386470137,0.5176555593707439,0.6246833941643107,0.47186315140411944,0.5766159401607912,0.459972660142223,0.01297684537653692
298,213.69187981164575,0.030684249180811907,0.20985579023658457,3.0,7.0,0.0,-203.59403067579532,0.3830247925979534,0.37375515297063755,0.6232181270647921,0.5627466209367321,0.5607451699238307,0.41848912610232036,0.3533842786437086,0.4872987215817438,0.5546680377881796,0.7059973839256588,0.47252441864391836,0.4613351974253127,0.49250663682414425,0.017258196877993456
299,222.09623434118924,0.3600329697285674,0.09639360725096661,4.0,15.0,0.0,-215.78003581164182,0.6716732417734238,0.5970616741985334,0.8675692148699484,0.7381580548368976,0.7494216013509006,0.5279184008354025,0.611098799089686,0.736829223705373,0.7201802339143846,0.8330986739025585,0.6991061857246011,0.6938918285359619,0.30333786772851684,0.015201234459366471
300,215.45946846379522,0.8400679328800845,0.11776663328442276,4.0,15.0,0.0,-208.69848095400036,0.35458660023578337,0.38139493217452547,0.6033271600490884,0.4143250465333558,0.5736718659323872,0.3230365271377683,0.3495263028981208,0.40507989498926517,0.4472504662206198,0.5804737438391598,0.38727309134811433,0.5123367069503216,0.5616325042498622,0.0166768847445218
301,217.2229737021191,0.9999042399378756,0.052221017393700386,5.0,31.0,0.0,-210.3703159416966,0.4664964643112437,0.40828709097930693,0.5610132475617436,0.4684105395737918,0.593623832683864,0.3723136458814385,0.32823391565586885,0.4408590952957406,0.49473146220321007,0.6430701561379147,0.5066296099625345,0.46914128785264364,0.5210024682727722,0.014194674043718984
302,215.62930721784167,0.06636049660331705,0.20985579023658457,4.0,15.0,0.0,-206.5271194269004,0.40520660431436223,0.3803963912641699,0.5894764183891765,0.5488549549637535,0.5575585212861435,0.4154007705268557,0.4055629476877496,0.4788865925690863,0.5307789956234809,0.6885280920473907,0.48456150363264433,0.4743024804579987,0.5152313032568336,0.017949845484535844
303,224.29947967650773,0.2681215993704447,0.09639360725096661,3.0,15.0,0.0,-215.21681539564432,0.6594422455453108,0.6057221498163632,0.8500335127517163,0.7750077317102092,0.7537829869214568,0.5471247580755133,0.5944590551672316,0.7099373237523855,0.6918790630221505,0.7987654428235462,0.7247791366324667,0.7370366387055745,0.2937110472116581,0.014930526743665632
304,214.66968790449914,0.8402270132002558,0.11776663328442276,4.0,15.0,0.0,-210.0140983497948,0.34817389543239624,0.39619754231409215,0.5615811112238224,0.521604594691202,0.4359923617967033,0.3056769841492789,0.2753893014349764,0.42423683988783173,0.4346752748374182,0.55585891993538,0.4970008620391619,0.39791289900372595,0.5694451301227194,0.01660345572143207
305,216.60017338762236,0.9942038408592343,0.052221017393700386,4.0,31.0,0.0,-209.29841933008234,0.3660049332936048,0.44044476463758464,0.6313111587562203,0.566906843043384,0.5112711415144549,0.35781664495557797,0.32839022690800007,0.5157665348447724,0.5037360704149408,0.6310971242849995,0.4359295105536615,0.5439175605438722,0.5131646222183469,0.01243703089342356
306,215.62930721784167,1.5944915440898036e-09,0.20985579023658457,3.0,7.0,0.0,-209.6480063575789,0.40520660431436223,0.3803963912641699,0.5894764183891765,0.5488549549637535,0.5575585212861435,0.4154007705268557,0.4055629476877496,0.4788865925690863,0.5307789956234809,0.6885280920473907,0.48456150363264433,0.4743024804579987,0.5152313032568336,0.017949845484535844
307,224.29947967650773,0.09652110537260424,0.09639360725096661,4.0,15.0,0.0,-215.4817850415823,0.6594422455453108,0.6057221498163632,0.8500335127517163,0.7750077317102092,0.7537829869214568,0.5471247580755133,0.5944590551672316,0.7099373237523855,0.6918790630221505,0.7987654428235462,0.7247791366324667,0.7370366387055745,0.2937110472116581,0.014930526743665632
308,214.06901336243436,0.8476132103360087,0.11776663328442276,4.0,15.0,0.0,-207.0249551022254,0.390515249987641,0.35187772675137813,0.5579693578997794,0.3774325491020808,0.5379555475141942,0.309198822672187,0.33970632914286447,0.4304491844642512,0.4367413698888328,0.5171879073867881,0.35817264639306295,0.4829018364763898,0.5801773724168208,0.016175718675406486
309,217.88032803929198,0.9938188492431095,0.052221017393700386,5.0,31.0,0.0,-208.8740591192234,0.46672161291598546,0.3932979679462127,0.6268564120692789,0.49081434178549466,0.5794284553628289,0.3873371766046012,0.3072811018887062,0.40967478171326766,0.4413698537755365,0.5841769270675041,0.4963724662314279,0.508401858818406,0.5237208414940107,0.015292049513843421
310,216.43890821617728,0.14179254612037237,0.20985579023658457,3.0,7.0,0.0,-213.55304889684436,0.41357655834633505,0.3674352629474675,0.6028942237765476,0.5394875306726907,0.5618096330794264,0.3926304522713053,0.412606623521434,0.47946633240374587,0.5357197046138028,0.6651841981623365,0.4693408674376864,0.47365248846450747,0.493790611964868,0.018039345232269948
311,222.41630645261873,0.13167137564082484,0.09639360725096661,5.0,47.0,0.0,-216.53258298462177,0.6350698533730399,0.5904673428509627,0.8499689468902435,0.7797200661321289,0.7216816282662366,0.534557546995102,0.6090648619954154,0.6778438194685406,0.6940933386105638,0.8341104631668411,0.7255653687690609,0.7092603768846687,0.3074527714546752,0.01541498852154652
312,214.7177377248969,0.8997118366949459,0.11776663328442276,4.0,31.0,0.0,-210.01381786218028,0.3948211506649587,0.34794270996396715,0.5914900351423537,0.3922054423716755,0.5569190609913001,0.3292513281345787,0.3405460240086831,0.417904442898196,0.41590989792163446,0.5257919007520545,0.3881783646700062,0.48490027309930284,0.5539254409047645,0.0160240345683498
313,217.73167093716324,0.9331618287230797,0.052221017393700386,5.0,63.0,0.0,-209.17688650195885,0.40550758585592545,0.46688696189017426,0.6079451038227581,0.5929649610368654,0.5422842458790895,0.3560372842432037,0.42651955863682556,0.5486900730385847,0.535215468502355,0.6481726178485722,0.4540609740089771,0.5322105998698733,0.481437012675278,0.014083584436404667
314,216.84607525232977,0.144580752521944,0.20985579023658457,2.0,7.0,1.0,-213.23987429854313,0.4254302085790864,0.35561533527177447,0.625985342038171,0.531163977517037,0.5829344167666376,0.3952678640441858,0.39155699039425546,0.49439837487697275,0.5294908957511895,0.6659039199468613,0.47025523473972247,0.4906229508134779,0.5142109383806208,0.018504302315247686
