CATEGORY,BRAND,SUB_BRAND,BRAND_QUALITY_ID,EAN,YEAR_WEEK,DISTRIBUTION_CODE,DISTRIBUTION,DISTRIBUTION_PROMO,DISTRIBUTION_DISPLAY,DISTRIBUTION_FEATURE_DISPLAY,DISTRIBUTION_FEATURE
joy,fast_duck,,,,201931,hyper_top,100,0,30,0,42
joy,lully,,,,201932,hyper_top,98,0,16,0,29
joy,fast_duck,,,,201932,hyper_top,100,0,30,0,39
joy,lully,,,,201933,hyper_top,98,0,19,0,3
joy,fast_duck,,,,201933,hyper_top,100,0,37,0,34
joy,lully,,,,201934,hyper_top,98,0,17,0,1
joy,fast_duck,,,,201934,hyper_top,100,0,36,0,31
joy,lully,,,,201935,hyper_top,98,0,11,0,0
joy,fast_duck,,,,201935,hyper_top,100,2,35,0,25
joy,lully,,,,201936,hyper_top,98,0,9,0,14
joy,fast_duck,,,,201936,hyper_top,100,1,31,0,22
joy,lully,,,,201937,hyper_top,98,0,23,0,3
joy,fast_duck,,,,201937,hyper_top,100,1,27,0,14
joy,lully,,,,201938,hyper_top,98,0,22,0,2
joy,fast_duck,,,,201938,hyper_top,100,2,28,0,31
joy,lully,,,,201939,hyper_top,98,0,11,0,0
joy,fast_duck,,,,201939,hyper_top,100,15,26,0,29
joy,lully,,,,201940,hyper_top,98,0,7,0,12
joy,fast_duck,,,,201940,hyper_top,100,0,24,0,13
joy,lully,,,,201941,hyper_top,98,31,7,0,59
joy,fast_duck,,,,201941,hyper_top,100,0,25,0,10
joy,lully,,,,201942,hyper_top,98,0,9,0,9
joy,fast_duck,,,,201942,hyper_top,100,0,27,0,63
joy,lully,,,,201943,hyper_top,98,0,10,0,0
joy,fast_duck,,,,201943,hyper_top,100,20,35,0,32
joy,lully,,,,201944,hyper_top,98,0,9,0,3
joy,fast_duck,,,,201944,hyper_top,100,20,37,0,43
joy,lully,,,,201945,hyper_top,98,0,9,0,15
joy,fast_duck,,,,201945,hyper_top,100,16,32,0,20
joy,lully,,,,201946,hyper_top,97,0,6,0,43
joy,fast_duck,,,,201946,hyper_top,100,15,31,0,16
joy,lully,,,,201947,hyper_top,98,0,6,0,57
joy,fast_duck,,,,201947,hyper_top,100,1,27,0,33
joy,lully,,,,201948,hyper_top,98,0,20,0,29
joy,fast_duck,,,,201948,hyper_top,100,0,35,0,30
joy,lully,,,,201949,hyper_top,98,0,16,0,14
joy,fast_duck,,,,201949,hyper_top,100,0,32,0,45
joy,lully,,,,201950,hyper_top,98,0,9,0,48
joy,fast_duck,,,,201950,hyper_top,100,0,26,0,57
joy,lully,,,,201951,hyper_top,98,0,21,0,38
joy,fast_duck,,,,201951,hyper_top,100,0,25,0,85
joy,lully,,,,201952,hyper_top,98,0,23,0,9
joy,fast_duck,,,,201952,hyper_top,100,0,31,0,24
joy,lully,,,,202001,hyper_top,98,0,23,0,3
joy,fast_duck,,,,202001,hyper_top,100,0,41,0,9
joy,lully,,,,202002,hyper_top,97,0,14,0,0
joy,fast_duck,,,,202002,hyper_top,100,14,26,0,39
joy,lully,,,,202003,hyper_top,97,0,9,0,0
joy,fast_duck,,,,202003,hyper_top,100,12,24,0,34
joy,lully,,,,202004,hyper_top,97,0,10,0,0
joy,fast_duck,,,,202004,hyper_top,100,0,31,0,22
joy,lully,,,,202005,hyper_top,97,0,7,0,0
joy,fast_duck,,,,202005,hyper_top,100,0,32,0,23
joy,lully,,,,202006,hyper_top,97,0,11,0,4
joy,fast_duck,,,,202006,hyper_top,100,0,30,0,13
joy,lully,,,,202007,hyper_top,97,0,9,0,23
joy,fast_duck,,,,202007,hyper_top,100,0,28,0,12
joy,lully,,,,202008,hyper_top,97,0,9,0,18
joy,fast_duck,,,,202008,hyper_top,100,0,27,0,0
joy,lully,,,,202009,hyper_top,98,0,13,0,0
joy,fast_duck,,,,202009,hyper_top,100,0,27,0,0
joy,lully,,,,202010,hyper_top,97,0,9,0,3
joy,fast_duck,,,,202010,hyper_top,100,0,28,0,7
joy,lully,,,,202011,hyper_top,97,0,6,0,3
joy,fast_duck,,,,202011,hyper_top,100,0,20,0,11
joy,lully,,,,202012,hyper_top,97,19,6,0,24
joy,fast_duck,,,,202012,hyper_top,100,0,21,0,0
joy,lully,,,,202013,hyper_top,97,17,4.5,0,17
joy,fast_duck,,,,202013,hyper_top,100,0,20.5,0,0
joy,lully,,,,202014,hyper_top,97,0,4.5,0,0
joy,fast_duck,,,,202014,hyper_top,100,0,23.5,0,33
joy,lully,,,,202015,hyper_top,98,0,4.5,0,4
joy,fast_duck,,,,202015,hyper_top,100,0,21,0,46
joy,lully,,,,202016,hyper_top,97,0,5,0,14
joy,fast_duck,,,,202016,hyper_top,100,0,21,0,5
joy,lully,,,,202017,hyper_top,97,0,10,0,17
joy,fast_duck,,,,202017,hyper_top,100,0,22.5,0,5
joy,lully,,,,202018,hyper_top,97,0,8,0,19
joy,fast_duck,,,,202018,hyper_top,100,0,25.5,0,37
joy,lully,,,,202019,hyper_top,98,0,8.5,0,18
joy,fast_duck,,,,202019,hyper_top,100,0,26.5,0,40
joy,lully,,,,202020,hyper_top,98,0,7.5,0,0
joy,fast_duck,,,,202020,hyper_top,100,0,22,0,16
joy,lully,,,,202021,hyper_top,98,0,4,0,0
joy,fast_duck,,,,202021,hyper_top,100,0,18,0,17
joy,lully,,,,202022,hyper_top,98,0,5,0,20
joy,fast_duck,,,,202022,hyper_top,100,0,21,0,5
joy,lully,,,,202023,hyper_top,98,0,4,0,30
joy,fast_duck,,,,202023,hyper_top,100,23,20,0,44
joy,lully,,,,202024,hyper_top,98,25,5,0,41
joy,fast_duck,,,,202024,hyper_top,100,0,24,0,44
joy,lully,,,,202025,hyper_top,98,22,7,0,23
joy,fast_duck,,,,202025,hyper_top,100,0,30,0,34
joy,lully,,,,202026,hyper_top,98,0,5,0,6
joy,fast_duck,,,,202026,hyper_top,100,0,28,0,26
joy,lully,,,,202027,hyper_top,98,0,7,0,31
joy,fast_duck,,,,202027,hyper_top,100,0,31,0,24
joy,lully,,,,202028,hyper_top,98,0,7,0,29
joy,fast_duck,,,,202028,hyper_top,100,0,27,0,15
joy,lully,,,,202029,hyper_top,98,0,8,0,11
joy,fast_duck,,,,202029,hyper_top,100,0,33,0,3
joy,lully,,,,202030,hyper_top,98,0,8,0,20
joy,fast_duck,,,,202030,hyper_top,100,0,35,0,7
joy,lully,,,,202031,hyper_top,98,0,8,0,32
joy,fast_duck,,,,202031,hyper_top,100,0,31,0,42
joy,lully,,,,202032,hyper_top,99,0,8,0,29
joy,fast_duck,,,,202032,hyper_top,100,0,34,0,38
joy,lully,,,,202033,hyper_top,99,0,10,0,12
joy,fast_duck,,,,202033,hyper_top,100,0,39,0,31
joy,lully,,,,202034,hyper_top,98,0,8,0,17
joy,fast_duck,,,,202034,hyper_top,100,0,30,0,28
joy,lully,,,,202035,hyper_top,98,0,9,0,17
joy,fast_duck,,,,202035,hyper_top,100,0,25,0,13
joy,lully,,,,202036,hyper_top,98,0,8,0,38
joy,fast_duck,,,,202036,hyper_top,100,0,30,0,17
joy,lully,,,,202037,hyper_top,98,0,11,0,48
joy,fast_duck,,,,202037,hyper_top,100,0,28,0,24
joy,lully,,,,202038,hyper_top,98,0,12,0,23
joy,fast_duck,,,,202038,hyper_top,100,22,27,0,37
joy,lully,,,,202039,hyper_top,98,0,12,0,0
joy,fast_duck,,,,202039,hyper_top,100,16,27,0,48
joy,lully,,,,202040,hyper_top,98,0,10,0,31
joy,fast_duck,,,,202040,hyper_top,100,0,34,0,24
joy,lully,,,,202041,hyper_top,98,11,13,0,24
joy,fast_duck,,,,202041,hyper_top,100,0,25,0,17
joy,lully,,,,202042,hyper_top,98,0,9,0,4
joy,fast_duck,,,,202042,hyper_top,100,0,27,0,13
joy,lully,,,,202043,hyper_top,98,0,11,0,4
joy,fast_duck,,,,202043,hyper_top,100,0,20,0,28
joy,lully,,,,202044,hyper_top,97,0,9,0,16
joy,fast_duck,,,,202044,hyper_top,100,11,17,0,18
joy,lully,,,,202045,hyper_top,97,0,7,0,12
joy,fast_duck,,,,202045,hyper_top,100,14,18,0,26
joy,lully,,,,202046,hyper_top,97,0,10,0,25
joy,fast_duck,,,,202046,hyper_top,100,14,19,0,16
joy,lully,,,,202047,hyper_top,98,0,7,0,19
joy,fast_duck,,,,202047,hyper_top,100,0,19,0,32
joy,lully,,,,202048,hyper_top,97,0,12,0,4
joy,fast_duck,,,,202048,hyper_top,100,0,23,0,32
joy,lully,,,,202049,hyper_top,98,0,10,0,27
joy,fast_duck,,,,202049,hyper_top,100,0,23,0,53
joy,lully,,,,202050,hyper_top,98,0,4,0,56
joy,fast_duck,,,,202050,hyper_top,100,0,29,0,43
joy,lully,,,,202051,hyper_top,98,0,6,0,47
joy,fast_duck,,,,202051,hyper_top,100,0,27,0,71
joy,lully,,,,202052,hyper_top,98,0,18,0,28
joy,fast_duck,,,,202052,hyper_top,100,0,33,0,75
joy,lully,,,,202053,hyper_top,98,0,12,0,34
joy,fast_duck,,,,202053,hyper_top,100,0,37,0,22
joy,lully,,,,202101,hyper_top,97,0,8,0,9
joy,fast_duck,,,,202101,hyper_top,100,0,27,0,27
joy,lully,,,,202102,hyper_top,97,0,10,0,0
joy,fast_duck,,,,202102,hyper_top,100,15,24,0,36
joy,lully,,,,202103,hyper_top,97,0,8,0,0
joy,fast_duck,,,,202103,hyper_top,100,12,25,0,16
joy,lully,,,,202104,hyper_top,97,0,6,0,0
joy,fast_duck,,,,202104,hyper_top,100,0,20,0,23
joy,lully,,,,202105,hyper_top,97,0,6,0,3
joy,fast_duck,,,,202105,hyper_top,100,0,22,0,20
joy,lully,,,,202106,hyper_top,97,0,5,0,3
joy,fast_duck,,,,202106,hyper_top,100,13,21,0,13
joy,lully,,,,202107,hyper_top,97,0,4,0,0
joy,fast_duck,,,,202107,hyper_top,100,13,22,0,13
joy,lully,,,,202108,hyper_top,97,0,4,0,20
joy,fast_duck,,,,202108,hyper_top,100,0,20,0,0
joy,lully,,,,202109,hyper_top,97,0,7,0,3
joy,fast_duck,,,,202109,hyper_top,100,0,26,0,9
joy,lully,,,,202110,hyper_top,97,0,7,0,2
joy,fast_duck,,,,202110,hyper_top,100,0,23,0,10
joy,lully,,,,202111,hyper_top,97,0,7,0,0
joy,fast_duck,,,,202111,hyper_top,100,0,18,0,14
joy,lully,,,,202112,hyper_top,97,0,5,0,0
joy,fast_duck,,,,202112,hyper_top,100,0,22,0,54
joy,lully,,,,202113,hyper_top,98,10,5,0,10
joy,fast_duck,,,,202113,hyper_top,100,0,23,0,58
joy,lully,,,,202114,hyper_top,97,11,6,0,16
joy,fast_duck,,,,202114,hyper_top,100,0,25,0,3
joy,lully,,,,202115,hyper_top,98,8,6,0,34
joy,fast_duck,,,,202115,hyper_top,100,0,21,0,5
joy,lully,,,,202116,hyper_top,98,0,6,0,42
joy,fast_duck,,,,202116,hyper_top,100,0,20,0,46
joy,lully,,,,202117,hyper_top,97,0,9,0,48
joy,fast_duck,,,,202117,hyper_top,100,0,21,0,38
joy,lully,,,,202118,hyper_top,98,0,7,0,23
joy,fast_duck,,,,202118,hyper_top,100,0,25,0,4
joy,lully,,,,202119,hyper_top,98,0,7,0,11
joy,fast_duck,,,,202119,hyper_top,100,0,27,0,14
joy,lully,,,,202120,hyper_top,98,0,7,0,8
joy,fast_duck,,,,202120,hyper_top,100,0,22,0,16
joy,lully,,,,202121,hyper_top,98,0,7,0,1
joy,fast_duck,,,,202121,hyper_top,100,25,21,0,29
joy,lully,,,,202122,hyper_top,98,0,6,0,5
joy,fast_duck,,,,202122,hyper_top,100,22,24,0,35
joy,lully,,,,202123,hyper_top,98,22,6,0,27
joy,fast_duck,,,,202123,hyper_top,100,0,26,0,25
joy,lully,,,,202124,hyper_top,98,19,6,0,19
joy,fast_duck,,,,202124,hyper_top,100,0,20,0,51
joy,lully,,,,202125,hyper_top,98,0,7,0,0
joy,fast_duck,,,,202125,hyper_top,100,0,21,0,57
joy,lully,,,,202126,hyper_top,98,24,6,0,61
joy,fast_duck,,,,202126,hyper_top,100,0,31,0,13
sadness,mumm_champagne,,,,201827,hyper_top,98,0,11,0,0
sadness,mumm_champagne,,,,201828,hyper_top,98,0,10,0,1
sadness,mumm_champagne,,,,201829,hyper_top,98,0,7,0,3
sadness,mumm_champagne,,,,201830,hyper_top,98,0,7,0,15
sadness,mumm_champagne,,,,201831,hyper_top,98,0,10,0,18
sadness,mumm_champagne,,,,201832,hyper_top,98,0,13,0,4
sadness,mumm_champagne,,,,201833,hyper_top,98,0,9,0,3
sadness,mumm_champagne,,,,201834,hyper_top,98,0,9,0,0
sadness,mumm_champagne,,,,201835,hyper_top,98,0,7,0,0
sadness,mumm_champagne,,,,201836,hyper_top,98,0,18,0,14
sadness,mumm_champagne,,,,201837,hyper_top,98,0,36,0,38
sadness,mumm_champagne,,,,201838,hyper_top,98,0,21,0,32
sadness,mumm_champagne,,,,201839,hyper_top,98,0,18,0,45
sadness,mumm_champagne,,,,201840,hyper_top,97,1,8,0,34
sadness,mumm_champagne,,,,201841,hyper_top,98,1,16,0,29
sadness,mumm_champagne,,,,201842,hyper_top,97,0,5,0,1
sadness,mumm_champagne,,,,201843,hyper_top,98,0,5,0,5
sadness,mumm_champagne,,,,201844,hyper_top,98,0,10,0,3
sadness,mumm_champagne,,,,201845,hyper_top,97,0,12,0,0
sadness,mumm_champagne,,,,201846,hyper_top,97,0,18,0,14
sadness,mumm_champagne,,,,201847,hyper_top,97,0,14,0,13
sadness,mumm_champagne,,,,201848,hyper_top,98,0,20,0,48
sadness,mumm_champagne,,,,201849,hyper_top,98,0,28,0,35
sadness,mumm_champagne,,,,201850,hyper_top,99,0,46,0,79
sadness,mumm_champagne,,,,201851,hyper_top,99,0,68,0,69
sadness,mumm_champagne,,,,201852,hyper_top,99,0,57,0,44
sadness,mumm_champagne,,,,201901,hyper_top,99,0,35,0,0
sadness,mumm_champagne,,,,201902,hyper_top,99,0,19,0,0
sadness,mumm_champagne,,,,201903,hyper_top,99,0,14,0,0
sadness,mumm_champagne,,,,201904,hyper_top,98,0,12,0,0
sadness,mumm_champagne,,,,201905,hyper_top,97,0,14,0,0
sadness,mumm_champagne,,,,201906,hyper_top,97,1,10,0,4
sadness,mumm_champagne,,,,201907,hyper_top,97,1,15,0,10
sadness,mumm_champagne,,,,201908,hyper_top,97,1,16,0,8
sadness,mumm_champagne,,,,201909,hyper_top,97,1,13,0,5
sadness,mumm_champagne,,,,201910,hyper_top,97,0,14,0,0
sadness,mumm_champagne,,,,201911,hyper_top,97,0,16,0,2
sadness,mumm_champagne,,,,201912,hyper_top,97,0,15,0,6
sadness,mumm_champagne,,,,201913,hyper_top,97,0,14,0,23
sadness,mumm_champagne,,,,201914,hyper_top,98,0,21,0,36
sadness,mumm_champagne,,,,201915,hyper_top,97,0,13,0,35
sadness,mumm_champagne,,,,201916,hyper_top,97,0,14,0,9
sadness,mumm_champagne,,,,201917,hyper_top,97,0,14,0,0
sadness,mumm_champagne,,,,201918,hyper_top,97,0,9,0,0
sadness,mumm_champagne,,,,201919,hyper_top,97,0,10,0,9
sadness,mumm_champagne,,,,201920,hyper_top,97,0,7,0,24
sadness,mumm_champagne,,,,201921,hyper_top,97,0,11,0,23
sadness,mumm_champagne,,,,201922,hyper_top,97,0,6,0,33
sadness,mumm_champagne,,,,201923,hyper_top,97,0,7,0,30
sadness,mumm_champagne,,,,201924,hyper_top,97,1,9,0,12
sadness,mumm_champagne,,,,201925,hyper_top,97,1,7,0,4
sadness,mumm_champagne,,,,201926,hyper_top,97,0,7,0,1
sadness,mumm_champagne,,,,201927,hyper_top,97,0,6,0,6
sadness,mumm_champagne,,,,201928,hyper_top,97,0,7,0,7
sadness,mumm_champagne,,,,201929,hyper_top,97,0,6,0,5
sadness,mumm_champagne,,,,201930,hyper_top,96,0,6,0,0
sadness,mumm_champagne,,,,201931,hyper_top,96,0,8,0,0
sadness,mumm_champagne,,,,201932,hyper_top,96,0,5,0,3
sadness,mumm_champagne,,,,201933,hyper_top,96,0,4,0,2
sadness,mumm_champagne,,,,201934,hyper_top,95,0,5,0,0
sadness,mumm_champagne,,,,201935,hyper_top,94,0,4,0,0
sadness,mumm_champagne,,,,201936,hyper_top,95,0,7,0,12
sadness,mumm_champagne,,,,201937,hyper_top,95,0,21,0,50
sadness,mumm_champagne,,,,201938,hyper_top,95,0,15,0,39
sadness,mumm_champagne,,,,201939,hyper_top,96,0,9,0,36
sadness,mumm_champagne,,,,201940,hyper_top,92,0,4,0,26
sadness,mumm_champagne,,,,201941,hyper_top,92,0,8,0,3
sadness,mumm_champagne,,,,201942,hyper_top,92,0,5,0,0
sadness,mumm_champagne,,,,201943,hyper_top,92,0,5,0,0
sadness,mumm_champagne,,,,201944,hyper_top,92,0,3,0,0
sadness,mumm_champagne,,,,201945,hyper_top,92,0,3,0,0
sadness,mumm_champagne,,,,201946,hyper_top,93,0,10,0,0
sadness,mumm_champagne,,,,201947,hyper_top,92,0,14,0,6
sadness,mumm_champagne,,,,201948,hyper_top,93,0,19,0,10
sadness,mumm_champagne,,,,201949,hyper_top,92,0,18,0,15
sadness,mumm_champagne,,,,201950,hyper_top,94,0,27,0,49
sadness,mumm_champagne,,,,201951,hyper_top,95,0,23,0,44
sadness,mumm_champagne,,,,201952,hyper_top,96,0,25,0,39
sadness,mumm_champagne,,,,202001,hyper_top,95,0,27,0,5
sadness,mumm_champagne,,,,202002,hyper_top,95,0,14,0,0
sadness,mumm_champagne,,,,202003,hyper_top,94,0,9,0,0
sadness,mumm_champagne,,,,202004,hyper_top,91,0,8,0,0
sadness,mumm_champagne,,,,202005,hyper_top,87,0,6,0,0
sadness,mumm_champagne,,,,202006,hyper_top,84,0,9,0,0
sadness,mumm_champagne,,,,202007,hyper_top,91,0,15,0,23
sadness,mumm_champagne,,,,202008,hyper_top,91,0,12,0,4
sadness,mumm_champagne,,,,202009,hyper_top,91,0,7,0,0
sadness,mumm_champagne,,,,202010,hyper_top,90,0,7,0,0
sadness,mumm_champagne,,,,202011,hyper_top,90,0,9,0,23
sadness,mumm_champagne,,,,202012,hyper_top,88,0,4,0,26
sadness,mumm_champagne,,,,202013,hyper_top,88,0,18,0,31
sadness,mumm_champagne,,,,202014,hyper_top,86,0,16,0,15
sadness,mumm_champagne,,,,202015,hyper_top,86,0,11,0,7
sadness,mumm_champagne,,,,202016,hyper_top,87,0,10,0,0
sadness,mumm_champagne,,,,202017,hyper_top,87,0,10.5,0,0
sadness,mumm_champagne,,,,202018,hyper_top,86,0,11,0,0
sadness,mumm_champagne,,,,202019,hyper_top,88,0,10.5,0,0
sadness,mumm_champagne,,,,202020,hyper_top,90,0,9.5,0,0
sadness,mumm_champagne,,,,202021,hyper_top,91,0,8,0,0
sadness,mumm_champagne,,,,202022,hyper_top,91,0,5,0,32
sadness,mumm_champagne,,,,202023,hyper_top,93,0,6,0,38
sadness,mumm_champagne,,,,202024,hyper_top,94,0,5,0,9
sadness,mumm_champagne,,,,202025,hyper_top,94,0,9,0,2
sadness,mumm_champagne,,,,202026,hyper_top,94,0,8,0,18
sadness,mumm_champagne,,,,202027,hyper_top,94,0,4,0,6
sadness,mumm_champagne,,,,202028,hyper_top,95,0,6,0,0
sadness,mumm_champagne,,,,202029,hyper_top,95,0,6,0,0
sadness,mumm_champagne,,,,202030,hyper_top,95,0,4,0,0
sadness,mumm_champagne,,,,202031,hyper_top,95,0,3,0,1
sadness,mumm_champagne,,,,202032,hyper_top,95,0,3,0,5
sadness,mumm_champagne,,,,202033,hyper_top,95,0,3,0,2
sadness,mumm_champagne,,,,202034,hyper_top,95,0,4,0,0
sadness,mumm_champagne,,,,202035,hyper_top,94,0,4,0,0
sadness,mumm_champagne,,,,202036,hyper_top,95,0,5,0,9
sadness,mumm_champagne,,,,202037,hyper_top,97,0,8,0,53
sadness,mumm_champagne,,,,202038,hyper_top,96,0,7,0,16
sadness,mumm_champagne,,,,202039,hyper_top,96,0,8,0,44
sadness,mumm_champagne,,,,202040,hyper_top,94,0,9,0,43
sadness,mumm_champagne,,,,202041,hyper_top,95,0,6,0,34
sadness,mumm_champagne,,,,202042,hyper_top,96,0,11,0,4
sadness,mumm_champagne,,,,202043,hyper_top,96,0,9,0,0
sadness,mumm_champagne,,,,202044,hyper_top,95,0,7,0,1
sadness,mumm_champagne,,,,202045,hyper_top,95,0,5,0,1
sadness,mumm_champagne,,,,202046,hyper_top,94,0,7,0,1
sadness,mumm_champagne,,,,202047,hyper_top,95,0,10,0,4
sadness,mumm_champagne,,,,202048,hyper_top,95,0,18,0,6
sadness,mumm_champagne,,,,202049,hyper_top,97,0,34,0,17
sadness,mumm_champagne,,,,202050,hyper_top,98,0,27,0,59
sadness,mumm_champagne,,,,202051,hyper_top,99,0,36,0,88
sadness,mumm_champagne,,,,202052,hyper_top,99,0,60,0,82
sadness,mumm_champagne,,,,202053,hyper_top,99,0,54,0,39
sadness,mumm_champagne,,,,202101,hyper_top,99,0,15,0,0
sadness,mumm_champagne,,,,202102,hyper_top,99,0,16,0,0
sadness,mumm_champagne,,,,202103,hyper_top,98,0,17,0,0
sadness,mumm_champagne,,,,202104,hyper_top,97,0,10,0,0
sadness,mumm_champagne,,,,202105,hyper_top,97,0,9,0,1
sadness,mumm_champagne,,,,202106,hyper_top,98,0,18,0,21
sadness,mumm_champagne,,,,202107,hyper_top,98,0,14,0,2
sadness,mumm_champagne,,,,202108,hyper_top,98,0,11,0,0
sadness,mumm_champagne,,,,202109,hyper_top,98,0,9,0,0
sadness,mumm_champagne,,,,202110,hyper_top,98,0,13,0,16
sadness,mumm_champagne,,,,202111,hyper_top,97,0,8,0,11
sadness,mumm_champagne,,,,202112,hyper_top,97,0,17,0,34
sadness,mumm_champagne,,,,202113,hyper_top,98,0,22,0,42
sadness,mumm_champagne,,,,202114,hyper_top,98,0,11,0,36
sadness,mumm_champagne,,,,202115,hyper_top,98,0,9,0,27
sadness,mumm_champagne,,,,202116,hyper_top,98,0,6,0,45
sadness,mumm_champagne,,,,202117,hyper_top,98,0,7,0,39
sadness,mumm_champagne,,,,202118,hyper_top,98,0,13,0,19
sadness,mumm_champagne,,,,202119,hyper_top,98,0,11,0,3
sadness,mumm_champagne,,,,202120,hyper_top,98,0,12,0,11
sadness,mumm_champagne,,,,202121,hyper_top,98,0,12,0,42
sadness,mumm_champagne,,,,202122,hyper_top,98,0,9,0,37
sadness,mumm_champagne,,,,202123,hyper_top,98,0,10,0,9
sadness,mumm_champagne,,,,202124,hyper_top,98,0,9,0,3
sadness,mumm_champagne,,,,202125,hyper_top,98,0,5,0,2
sadness,mumm_champagne,,,,202126,hyper_top,97,0,7,0,2
anger,red_ballon,,,,201827,hyper_top,41,0,0,0,0
anger,red_ballon,,,,201828,hyper_top,42,0,0,0,0
anger,red_ballon,,,,201829,hyper_top,43,0,0,0,5
anger,red_ballon,,,,201830,hyper_top,44,0,1,0,4
anger,red_ballon,,,,201831,hyper_top,45,0,1,0,1
anger,red_ballon,,,,201832,hyper_top,44,0,1,0,0
anger,red_ballon,,,,201833,hyper_top,44,0,1,0,0
anger,red_ballon,,,,201834,hyper_top,46,0,1,0,5
anger,red_ballon,,,,201835,hyper_top,46,0,2,0,0
anger,red_ballon,,,,201836,hyper_top,46,0,2,0,0
anger,red_ballon,,,,201837,hyper_top,44,0,2,0,0
anger,red_ballon,,,,201838,hyper_top,43,0,2,0,0
anger,red_ballon,,,,201839,hyper_top,45,0,2,0,0
anger,red_ballon,,,,201840,hyper_top,43,0,1,0,0
anger,red_ballon,,,,201841,hyper_top,41,0,1,0,0
anger,red_ballon,,,,201842,hyper_top,39,0,2,0,0
anger,red_ballon,,,,201843,hyper_top,40,0,1,0,0
anger,red_ballon,,,,201844,hyper_top,44,0,2,0,0
anger,red_ballon,,,,201845,hyper_top,42,0,1,0,0
anger,red_ballon,,,,201846,hyper_top,40,0,2,0,0
anger,red_ballon,,,,201847,hyper_top,40,0,1,0,1
anger,red_ballon,,,,201848,hyper_top,42,0,4,0,0
anger,red_ballon,,,,201849,hyper_top,44,0,4,0,0
anger,red_ballon,,,,201850,hyper_top,45,0,2,0,8
anger,red_ballon,,,,201851,hyper_top,50,0,3,0,14
anger,red_ballon,,,,201852,hyper_top,50,0,3,0,13
anger,red_ballon,,,,201901,hyper_top,48,0,3,0,0
anger,red_ballon,,,,201902,hyper_top,49,0,1,0,7
anger,red_ballon,,,,201903,hyper_top,48,0,1,0,2
anger,red_ballon,,,,201904,hyper_top,45,0,1,0,0
anger,red_ballon,,,,201905,hyper_top,41,0,2,0,0
anger,red_ballon,,,,201906,hyper_top,40,0,2,0,0
anger,red_ballon,,,,201907,hyper_top,39,0,2,0,2
anger,red_ballon,,,,201908,hyper_top,39,0,1,0,1
anger,red_ballon,,,,201909,hyper_top,39,0,1,0,2
anger,red_ballon,,,,201910,hyper_top,38,0,2,0,0
anger,red_ballon,,,,201911,hyper_top,39,0,3,0,0
anger,red_ballon,,,,201912,hyper_top,38,0,2,0,0
anger,red_ballon,,,,201913,hyper_top,38,0,2,0,10
anger,red_ballon,,,,201914,hyper_top,41,0,2,0,0
anger,red_ballon,,,,201915,hyper_top,39,0,3,0,0
anger,red_ballon,,,,201916,hyper_top,42,0,2,0,0
anger,red_ballon,,,,201917,hyper_top,40,0,1,0,0
anger,red_ballon,,,,201918,hyper_top,40,0,0,0,0
anger,red_ballon,,,,201919,hyper_top,41,0,2,0,0
anger,red_ballon,,,,201920,hyper_top,41,0,0,0,0
anger,red_ballon,,,,201921,hyper_top,41,0,1,0,0
anger,red_ballon,,,,201922,hyper_top,45,0,1,0,1
anger,red_ballon,,,,201923,hyper_top,45,0,0,0,1
anger,red_ballon,,,,201924,hyper_top,48,0,0,0,11
anger,red_ballon,,,,201925,hyper_top,48,0,0,0,10
anger,red_ballon,,,,201926,hyper_top,48,0,1,0,0
anger,red_ballon,,,,201927,hyper_top,48,0,0,0,0
anger,red_ballon,,,,201928,hyper_top,49,0,2,0,0
anger,red_ballon,,,,201929,hyper_top,49,0,1,0,2
anger,red_ballon,,,,201930,hyper_top,50,0,2,0,4
anger,red_ballon,,,,201931,hyper_top,52,0,2,0,6
anger,red_ballon,,,,201932,hyper_top,52,0,1,0,6
anger,red_ballon,,,,201933,hyper_top,53,0,2,0,0
anger,red_ballon,,,,201934,hyper_top,52,0,1,0,0
anger,red_ballon,,,,201935,hyper_top,51,0,0,0,5
anger,red_ballon,,,,201936,hyper_top,52,0,1,0,0
anger,red_ballon,,,,201937,hyper_top,49,0,1,0,0
anger,red_ballon,,,,201938,hyper_top,48,0,0,0,0
anger,red_ballon,,,,201939,hyper_top,49,0,3,0,0
anger,red_ballon,,,,201940,hyper_top,48,0,2,0,5
anger,red_ballon,,,,201941,hyper_top,47,0,1,0,0
anger,red_ballon,,,,201942,hyper_top,46,0,1,0,0
anger,red_ballon,,,,201943,hyper_top,46,0,1,0,0
anger,red_ballon,,,,201944,hyper_top,51,0,0,0,11
anger,red_ballon,,,,201945,hyper_top,51,0,0,0,10
anger,red_ballon,,,,201946,hyper_top,50,0,1,0,0
anger,red_ballon,,,,201947,hyper_top,51,0,1,0,0
anger,red_ballon,,,,201948,hyper_top,50,0,3,0,0
anger,red_ballon,,,,201949,hyper_top,52,0,7,0,1
anger,red_ballon,,,,201950,hyper_top,52,0,6,0,0
anger,red_ballon,,,,201951,hyper_top,58,0,5,0,21
anger,red_ballon,,,,201952,hyper_top,60,0,5,0,7
anger,red_ballon,,,,202001,hyper_top,61,0,5,0,0
anger,red_ballon,,,,202002,hyper_top,57,0,3,0,0
anger,red_ballon,,,,202003,hyper_top,56,0,2,0,0
anger,red_ballon,,,,202004,hyper_top,53,0,1,0,0
