,0
X_media_adstocked.73.1,0.0007882960474437065
X_media_adstocked.74.1,0.003642067978370969
X_media_adstocked.75.1,0.006602103491668451
X_media_adstocked.76.1,0.002999944172479997
X_media_adstocked.77.1,0.0007882960474437065
X_media_adstocked.78.1,0.003642067978370969
X_media_adstocked.79.1,0.03052472625495706
X_media_adstocked.80.1,0.05663279316362151
X_media_adstocked.81.1,0.05137918900654677
X_media_adstocked.82.1,0.05440359298973252
X_media_adstocked.83.1,0.006602103491668451
X_media_adstocked.84.1,0.002999944172479997
X_media_adstocked.85.1,0.0007882960474437065
X_media_adstocked.86.1,0.003642067978370969
X_media_adstocked.87.1,0.006602103491668451
X_media_adstocked.88.1,0.002999944172479997
X_media_adstocked.89.1,0.0007882960474437065
X_media_adstocked.90.1,0.003642067978370969
X_media_adstocked.91.1,0.006602103491668451
X_media_adstocked.92.1,0.002999944172479997
X_media_adstocked.93.1,0.0007882960474437065
X_media_adstocked.94.1,0.003642067978370969
X_media_adstocked.95.1,0.006602103491668451
X_media_adstocked.96.1,0.002999944172479997
X_media_adstocked.97.1,0.0007882960474437065
X_media_adstocked.98.1,0.003642067978370969
X_media_adstocked.99.1,0.006602103491668451
X_media_adstocked.100.1,0.002999944172479997
X_media_adstocked.101.1,0.0007882960474437065
X_media_adstocked.102.1,0.003642067978370969
X_media_adstocked.103.1,0.006602103491668451
X_media_adstocked.104.1,0.002999944172479997
X_media_adstocked.105.1,0.00882412487726008
X_media_adstocked.106.1,0.06145122387550889
X_media_adstocked.107.1,0.10449915212916996
X_media_adstocked.108.1,0.050249759671984494
X_media_adstocked.109.1,0.0007882960474437065
X_media_adstocked.110.1,0.003642067978370969
X_media_adstocked.111.1,0.006602103491668451
X_media_adstocked.112.1,0.002999944172479997
X_media_adstocked.113.1,0.0007882960474437065
X_media_adstocked.114.1,0.003642067978370969
X_media_adstocked.115.1,0.006602103491668451
X_media_adstocked.116.1,0.002999944172479997
X_media_adstocked.117.1,0.0007882960474437065
X_media_adstocked.118.1,0.003642067978370969
X_media_adstocked.119.1,0.006602103491668451
X_media_adstocked.120.1,0.002999944172479997
X_media_adstocked.121.1,0.0007882960474437065
X_media_adstocked.122.1,0.003642067978370969
X_media_adstocked.123.1,0.006602103491668451
X_media_adstocked.124.1,0.002999944172479997
X_media_adstocked.125.1,0.0007882960474437065
X_media_adstocked.126.1,0.003642067978370969
X_media_adstocked.127.1,0.006602103491668451
X_media_adstocked.128.1,0.002999944172479997
X_media_adstocked.129.1,0.0007882960474437065
X_media_adstocked.130.1,0.003642067978370969
X_media_adstocked.131.1,0.03052472625495706
X_media_adstocked.132.1,0.05663279316362151
X_media_adstocked.133.1,0.05137918900654677
X_media_adstocked.134.1,0.05440359298973252
X_media_adstocked.135.1,0.006602103491668451
X_media_adstocked.136.1,0.002999944172479997
X_media_adstocked.137.1,0.0007882960474437065
X_media_adstocked.138.1,0.003642067978370969
X_media_adstocked.139.1,0.006602103491668451
X_media_adstocked.140.1,0.002999944172479997
X_media_adstocked.141.1,0.0007882960474437065
X_media_adstocked.142.1,0.003642067978370969
X_media_adstocked.143.1,0.006602103491668451
X_media_adstocked.144.1,0.002999944172479997
X_media_adstocked.1.2,0.19469816835297182
X_media_adstocked.2.2,0.2232106178185041
X_media_adstocked.3.2,0.2302347504367845
X_media_adstocked.4.2,0.21443407267853012
X_media_adstocked.5.2,0.060469954468282225
X_media_adstocked.6.2,0.1298082126912106
X_media_adstocked.7.2,0.1449503934069708
X_media_adstocked.8.2,0.14458959367611224
X_media_adstocked.9.2,0.13214790694459774
X_media_adstocked.10.2,0.07108192686298515
X_media_adstocked.11.2,0.13172531362415038
X_media_adstocked.12.2,0.1410632388117399
X_media_adstocked.13.2,0.14028626816473797
X_media_adstocked.14.2,0.13888562680934377
X_media_adstocked.15.2,0.07379878776310327
X_media_adstocked.16.2,0.12748420909129313
X_media_adstocked.17.2,0.1366444816592328
X_media_adstocked.18.2,0.14668523998998856
X_media_adstocked.19.2,0.14067818975088903
X_media_adstocked.20.2,0.0675538078344859
X_media_adstocked.21.2,0.1226515955044406
X_media_adstocked.22.2,0.14319277611883227
X_media_adstocked.23.2,0.14839797364619725
X_media_adstocked.24.2,0.13665636426173758
X_media_adstocked.25.2,0.060469954468282225
X_media_adstocked.26.2,0.1298082126912106
X_media_adstocked.27.2,0.20975206373247118
X_media_adstocked.28.2,0.22412812635322787
X_media_adstocked.29.2,0.22046077631943795
X_media_adstocked.30.2,0.1761920051136056
X_media_adstocked.31.2,0.13172531362415038
X_media_adstocked.32.2,0.1410632388117399
X_media_adstocked.33.2,0.14028626816473797
X_media_adstocked.34.2,0.13888562680934377
X_media_adstocked.35.2,0.07379878776310327
X_media_adstocked.36.2,0.12748420909129313
X_media_adstocked.37.2,0.1366444816592328
X_media_adstocked.38.2,0.14668523998998856
X_media_adstocked.39.2,0.14067818975088903
X_media_adstocked.40.2,0.0675538078344859
X_media_adstocked.41.2,0.1226515955044406
X_media_adstocked.42.2,0.14319277611883227
X_media_adstocked.43.2,0.14839797364619725
X_media_adstocked.44.2,0.13665636426173758
X_media_adstocked.45.2,0.060469954468282225
X_media_adstocked.46.2,0.1298082126912106
X_media_adstocked.47.2,0.1449503934069708
X_media_adstocked.48.2,0.14458959367611224
X_media_adstocked.49.2,0.13214790694459774
X_media_adstocked.50.2,0.07108192686298515
X_media_adstocked.51.2,0.13172531362415038
X_media_adstocked.52.2,0.1410632388117399
X_media_adstocked.53.2,0.2065663473106037
X_media_adstocked.54.2,0.22059423673033768
X_media_adstocked.55.2,0.18840887091195635
X_media_adstocked.56.2,0.20867130967615463
X_media_adstocked.57.2,0.1783741632189843
X_media_adstocked.58.2,0.2264815915987452
X_media_adstocked.59.2,0.2574402745094318
X_media_adstocked.60.2,0.23044084510100316
X_media_adstocked.61.2,0.2198574357725784
X_media_adstocked.62.2,0.19027188296117323
X_media_adstocked.63.2,0.14839797364619725
X_media_adstocked.64.2,0.13665636426173758
X_media_adstocked.65.2,0.060469954468282225
X_media_adstocked.66.2,0.1298082126912106
X_media_adstocked.67.2,0.1449503934069708
X_media_adstocked.68.2,0.14458959367611224
X_media_adstocked.69.2,0.13214790694459774
X_media_adstocked.70.2,0.07108192686298515
X_media_adstocked.71.2,0.13172531362415038
X_media_adstocked.72.2,0.1410632388117399
X_media_adstocked.73.2,0.14028626816473797
X_media_adstocked.74.2,0.13888562680934377
X_media_adstocked.75.2,0.07379878776310327
X_media_adstocked.76.2,0.12748420909129313
X_media_adstocked.77.2,0.1366444816592328
X_media_adstocked.78.2,0.14668523998998856
X_media_adstocked.79.2,0.2068890747588664
X_media_adstocked.80.2,0.18051094763080464
X_media_adstocked.81.2,0.21488304739089095
X_media_adstocked.82.2,0.21858464821195792
X_media_adstocked.83.2,0.14839797364619725
X_media_adstocked.84.2,0.13665636426173758
X_media_adstocked.85.2,0.060469954468282225
X_media_adstocked.86.2,0.1298082126912106
X_media_adstocked.87.2,0.1449503934069708
X_media_adstocked.88.2,0.14458959367611224
X_media_adstocked.89.2,0.13214790694459774
X_media_adstocked.90.2,0.07108192686298515
X_media_adstocked.91.2,0.13172531362415038
X_media_adstocked.92.2,0.1410632388117399
X_media_adstocked.93.2,0.14028626816473797
X_media_adstocked.94.2,0.13888562680934377
X_media_adstocked.95.2,0.07379878776310327
X_media_adstocked.96.2,0.12748420909129313
X_media_adstocked.97.2,0.1366444816592328
X_media_adstocked.98.2,0.14668523998998856
X_media_adstocked.99.2,0.14067818975088903
X_media_adstocked.100.2,0.0675538078344859
X_media_adstocked.101.2,0.1226515955044406
X_media_adstocked.102.2,0.14319277611883227
X_media_adstocked.103.2,0.14839797364619725
X_media_adstocked.104.2,0.13665636426173758
X_media_adstocked.105.2,0.15731301222945557
X_media_adstocked.106.2,0.24230954840971053
X_media_adstocked.107.2,0.28096178444923414
X_media_adstocked.108.2,0.30032574156004144
X_media_adstocked.109.2,0.2576673368972877
X_media_adstocked.110.2,0.192936495438748
X_media_adstocked.111.2,0.1816258937097874
X_media_adstocked.112.2,0.1410632388117399
X_media_adstocked.113.2,0.14028626816473797
X_media_adstocked.114.2,0.13888562680934377
X_media_adstocked.115.2,0.07379878776310327
X_media_adstocked.116.2,0.12748420909129313
X_media_adstocked.117.2,0.1366444816592328
X_media_adstocked.118.2,0.14668523998998856
X_media_adstocked.119.2,0.14067818975088903
X_media_adstocked.120.2,0.0675538078344859
X_media_adstocked.121.2,0.1226515955044406
X_media_adstocked.122.2,0.14319277611883227
X_media_adstocked.123.2,0.14839797364619725
X_media_adstocked.124.2,0.13665636426173758
X_media_adstocked.125.2,0.060469954468282225
X_media_adstocked.126.2,0.1298082126912106
X_media_adstocked.127.2,0.1449503934069708
X_media_adstocked.128.2,0.14458959367611224
X_media_adstocked.129.2,0.13214790694459774
X_media_adstocked.130.2,0.07108192686298515
X_media_adstocked.131.2,0.20075102898556962
X_media_adstocked.132.2,0.2219111849022308
X_media_adstocked.133.2,0.2252924855913663
X_media_adstocked.134.2,0.21583792362186996
X_media_adstocked.135.2,0.07379878776310327
X_media_adstocked.136.2,0.12748420909129313
X_media_adstocked.137.2,0.1366444816592328
X_media_adstocked.138.2,0.14668523998998856
X_media_adstocked.139.2,0.14067818975088903
X_media_adstocked.140.2,0.0675538078344859
X_media_adstocked.141.2,0.1226515955044406
X_media_adstocked.142.2,0.14319277611883227
X_media_adstocked.143.2,0.14839797364619725
X_media_adstocked.144.2,0.13665636426173758
lag_weights.1,0.8697877000855897
lag_weights.2,0.994269036060049
lag_weights.3,0.9383001545062694
lag_weights.4,0.733439884772123
