,tom,laura,lisa,mary,jack,marc,alex,TARGET_VOL_SO
0,0.20305387449048617,0.0,0.0,0.0,0.33195440868934634,0.028602966624126668,0.0,0.5376346648820397
1,0.04558222044426509,0.0,0.0,0.0,2.0044788170489296e-05,0.0,0.0,0.5703796139970824
2,0.04400199110994238,0.10212664372252286,0.0,0.0,1.5087474967034956e-06,0.41767843816919387,0.0,0.5293778494196913
3,0.11326946791660626,0.23631957347763205,0.0,0.0,2.1553535667192792e-07,0.0,0.0,0.5868182809941141
4,0.08698429894057494,0.23668417052937576,0.0,0.0,0.0,0.028602966624126668,0.0,0.6313156365546279
5,0.13174580722565896,0.11576178407305118,0.0,0.0,0.0,0.3854368686595574,0.0,0.5936665110405626
6,0.13474401176489306,0.16224889490122923,0.0,0.0,0.0,0.062495106097640106,0.0,0.5849600770464952
7,0.07919610072554521,0.0,0.0,0.0,0.0,0.0,0.0,0.5277007382426254
8,0.15972695147744798,0.0,0.0,0.0,2.1553535667192792e-07,0.0,0.0,0.49828284036838105
9,0.14869437004327182,0.0,0.0,0.0,2.1553535667192792e-07,0.0,0.0,0.47685212857514087
10,0.08724901095792355,0.0,0.0,0.17781543052837434,0.0,0.0,0.0,0.4690890069444757
11,0.11925328831247488,0.0,0.0,0.11755745596868794,0.0,0.0,0.0,0.45160113797809587
12,0.14122053920474145,0.0,0.0,0.26729870841487074,0.0,0.0,0.0,0.6014420888823392
13,0.04452791828826089,0.0,0.0,0.0,0.0,0.0,0.0,0.5867096163635661
14,0.06828346146105997,0.0,0.0,0.0,0.0,0.0,0.0,0.4955383540472329
15,0.08227648138632165,0.0,0.0,0.0,0.0,0.0,0.0,0.4845659703096365
16,0.014566679191240094,0.0,0.0,0.0,0.0,0.0,0.0,0.48710481592165056
17,0.004794539589045958,0.0,0.0,0.0,0.0,0.0,0.0,0.4569337795833444
18,0.049291161013969416,0.019734617144448862,0.0,0.0,0.0,0.0,0.0,0.4717145441890145
19,0.07990491348515401,0.05426995046452006,0.0,0.0,0.0,0.0,0.0,0.40051848862474726
20,0.11557442070644189,0.1627874032665584,0.0,0.0,0.0,0.0,0.0,0.4929641928278969
21,0.07511107326735582,0.0736604452225126,0.0,0.0,0.0,0.0,0.0,0.4380148117005301
22,0.03853675449429077,0.0,0.0,0.0,0.0,0.0,0.0,0.5344096985876786
23,0.051900165453752936,0.0,0.0,0.0,0.0,0.0,0.0,0.49857148922235145
24,0.05989013227383251,0.0,0.0,0.0,0.0,0.0,0.0,0.6120057228916024
25,0.03250240452577122,0.0,0.0,0.0,0.0,0.0,0.0,0.5175673730712275
26,0.07426081267288676,0.04933654286112216,0.0,0.0,0.0,0.0,0.0,0.42895091218891945
27,0.008742140597049737,0.0,0.0,0.0,0.0,0.0,0.0,0.5732097470770434
28,0.008742140597049737,0.0,0.0,0.0,0.0,0.0,0.0,0.3894444753751651
