,tom,laura,lisa,mary,jack,marc,alex,TARGET_VOL_SO
29,0.004371070298524868,0.0,0.0,0.0,0.0,0.0,0.0,0.3942256032596884
30,0.008742140597049737,0.0,0.0,0.0,0.0,0.0,0.0,0.46511354958608364
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410112575295215
32,0.006538771480969321,0.0,0.0,0.0,0.0,0.0,0.0,0.37581405926951583
33,0.01968765031017989,0.0,0.0,0.0,0.0,0.0,0.0,0.3803504185662188
34,0.008742140597049737,0.0,0.0,0.0,0.0,0.0,0.0,0.3957420376055867
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3963515926223403
36,0.046562389248268575,0.0,0.0,0.0,0.0,0.0,0.0,0.3862791965838814
37,0.03211687612661277,0.0,0.0,0.0,0.0,0.0,0.0,0.38442237605350826
38,0.026226421791219146,0.0,0.0,0.0,0.0,0.0,0.0,0.4070812421191313
39,0.008742140597049737,0.0,0.0,0.0,0.0,0.0,0.0,0.42284426776202366
40,0.02725659563910555,0.0,0.0,0.0,0.0,0.0,0.0,0.4238922422208974
41,0.02519624794319287,0.0,0.0,0.0,0.0,0.0,0.0,0.495335470571148
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129459114817958
43,0.10998176880159065,0.0636600553046658,0.0,0.0,0.0,0.0,0.0,0.45935940870731573
44,0.1539744763222269,0.08912407742653211,0.0,0.0,0.0,0.0,0.0,0.4670060578101545
45,0.1539744763222269,0.7397497364075806,0.0,0.0,0.0,0.0,0.0,0.41235378624288327
46,0.1539744763222269,1.0,0.0,0.0,0.0,0.0,0.0,0.4441754292422143
47,0.1566065186525284,0.6203407139210023,0.0,0.0,0.0,0.7686722788821354,0.0,0.5143223416200244
48,0.1631866244782559,0.1266304600102053,0.0,0.0,0.0,0.0,0.29732190076554277,0.6533643509856071
49,0.1631866244782559,0.1266304600102053,0.0,0.0,0.0,0.0,0.0,0.4717603736149327
50,0.1631866244782559,0.1266304600102053,0.0,0.0,0.0,0.4258406696805174,0.0,0.4605609422753031
51,0.27065098693955664,0.1266304600102053,0.0,0.0,0.0,0.0,0.0,0.50295808553046
52,0.12537508953817544,0.0,0.0,0.0,0.0,0.5473682296511,0.0,0.5064025785400256
53,0.12537508953817544,0.0,0.0,0.0,0.0,0.0,0.4141993879125738,0.5129323963072961
54,0.12537508953817544,0.0,0.0,0.0,0.0,0.0,0.0,0.5145113551131338
55,0.12537508953817544,0.0,0.0,0.0,0.0,0.0,0.0,0.520236053134435
56,0.12537508953817544,0.0,0.0,0.0,0.0,0.17583009776989467,0.0,0.5489469452083243
57,0.0,0.0,0.0,0.0,0.0,0.19984159708853366,0.0,0.5411711661098049
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359104617545932
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49664820014972083
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4772875983621729
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4527733390832947
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337516642059289
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879433754384429
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079659393293513
65,0.10490568716459685,0.07893846857779545,0.0,0.0,0.0,0.0,0.0,0.42763117244663773
66,0.12238996835869631,0.0920948800074198,0.0,0.0,0.0,0.0,0.0,0.39529885340885124
67,0.03496856238819895,0.026312822859273374,0.0,0.0,0.0,0.0,0.0,0.4453313613427622
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39107908949025766
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49375053864513707
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47981406326573617
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41313692057069684
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39763351371088024
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40588529070831636
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44707385027723817
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364009341619893
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262750905357646
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718102179048247
78,0.017484281194099473,0.0,0.0,0.0,0.0,0.0,0.0,0.43338328446997326
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063871361078088
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40579929792552744
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3819352906565961
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38298381853118313
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3870360764131937
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37755576793266216
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37946151488012847
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3892080187899315
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989755161743703
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42083508399736164
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39772471396768155
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3700942110411141
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988091209907169
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47141754483962306
93,0.02893473694811522,0.0,0.0,0.0,0.0,0.0,0.0,0.43211212068627247
94,0.03224031515067167,0.0,0.0,0.0,0.0,0.0,0.0,0.43814869648562305
95,0.03239749883860662,0.0,0.0,0.0,0.0,0.0,0.0,0.4462305714203853
96,0.002327332669746581,0.0,0.0,0.0,0.0,0.0,0.0,0.49910227064686696
97,0.3920769630607842,0.0,0.0,0.0,0.23348088568859102,0.0,0.0,0.5268376949596489
98,0.899257669873342,0.0,0.0,0.0,0.6527603855273463,0.0,0.0,0.5687488745875097
99,0.8815175936278886,0.0,0.0,0.0,0.8330092090482665,0.0,0.0,0.5789098085820021
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749084168308762
101,0.43878132461963376,0.4654795565592754,0.0,1.0,0.0,1.0,0.0,0.5167754807904908
102,0.687990903942583,0.4654795565592754,0.0,1.0,0.0,0.0,0.0,0.5303057436040718
103,1.0,0.4654795565592754,0.0,1.0,0.0,0.0,0.0,0.5155826988843778
104,0.32729158173822775,0.13299415901693584,0.0,0.28571428571428253,0.0,0.0,0.2407428279132674,0.5142373288924208
105,0.015325671837875952,0.0,0.0,0.0,0.0,0.28367194090545306,0.0,0.5415443446986709
106,0.21190948805500134,0.16281059144170312,0.0,0.4320939334637931,0.0,0.06759533646254677,0.0,0.5267295293650015
107,0.3532272399156348,0.16281059144170312,0.0,0.4320939334637931,0.10952041185642006,0.3006789275594298,0.0,0.5262989236292737
108,0.3732418462491758,0.16281059144170312,0.0,0.4320939334637931,0.11524977270747326,0.49627279314745515,0.0,0.5927077879710565
109,0.38099455146087285,0.16281059144170312,0.0,0.4320939334637931,0.10530216939099377,0.0,0.0,0.6035748136305233
110,0.3783865959905396,0.16281059144170312,0.0,0.4320939334637931,0.10099361761112194,0.0,0.0,0.5822336718318218
111,0.006924824409735038,0.0,0.0,0.0,0.0,0.0,0.705530461319716,0.5446819428463676
112,0.03469598244438294,0.0,0.0,0.0,0.0,0.08805509290303043,0.0,0.4956695578656684
113,0.025938455679882393,0.0,0.0,0.0,0.0,0.0,0.0,0.4684365206010292
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46765602044145194
115,0.011050065714670867,0.0,0.0,0.0,0.0,0.0,0.0,0.5168493848831536
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556817164534825
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43248932504531906
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185233342327272
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099604069107068
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4975626910809934
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428201999673457
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426122037565734
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40717088521504424
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414871892644655
125,0.09948555997694172,0.0,0.0,0.0,0.0,0.0,0.0,0.41885236805546194
126,0.20202842143342079,0.0,0.0,0.0,0.0,0.0,0.0,0.48749428357515073
127,0.24777009846972325,0.0,0.0,0.0,0.0,0.0,0.0,0.4410124512441472
128,0.30569709568605086,0.0,0.0,0.0,0.0,0.0,0.0,0.5184177941333278
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58369489553489
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733856725008
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4017638690342606
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5443057400076939
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41471055213115976
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41416515174758034
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3997196788879797
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46984087327226653
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43339410356629166
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4296621623352885
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43828790408600626
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4216770298490356
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4236107161239646
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4650615546346991
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281701821392745
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41540311691824533
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43804440525761634
146,0.06848190805261299,0.0,0.0,0.0,0.0,0.0,0.0,0.4917775268422139
147,0.023951017419064823,0.0,0.0,0.0,0.0,0.0,0.0,0.4466652880479108
148,0.02125913750390555,0.0,0.0,0.0,0.0,0.0,0.0,0.5170429359957872
149,0.02280579701833559,0.0,0.0,0.0,0.0,0.0,0.0,0.5235189677952574
150,0.029080905538897892,0.0,0.0,0.0,0.0,0.0,0.0,0.5028822734350727
151,0.019518577311032945,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
152,0.23898582103474422,0.4677153599777242,0.0,0.0673796971027392,0.1886502392542807,0.0,0.0,0.5949762620832161
153,0.5740998699694008,0.5456679199740032,0.6856225442562001,0.2850032983287649,0.553169443997849,0.07684237849062317,0.0,0.5092106378470589
154,0.5773856908467864,0.5456679199740032,0.7923725829847762,0.08319478734833595,0.5535448601197485,0.0,0.3988105043218921,0.5424520859176712
155,0.9626193064055587,0.5456679199740032,1.0,0.13796023871624158,0.9842494460749893,0.7146571023771928,0.7412413410436698,0.48945014293644584
156,0.5293603919486284,0.2338576799888621,0.48019209373723715,0.13913802521428464,1.0,0.0,1.0,0.48606239528880063
