,sales,pred
0,1.7928091153741568,1.7570351442898664
1,1.8083452644640665,1.814505912551572
2,1.8670532933715354,1.8284641755865207
3,1.8949471388361234,1.7951564200604195
4,1.5845626700146787,1.5496991584712763
5,1.6744166596949421,1.6581111796497967
6,1.794733894660371,1.687647050687314
7,1.7565373799811779,1.6865988362648097
8,1.6731982766410993,1.6585751555099266
9,1.64255989220932,1.567935092987396
10,1.667059742393785,1.6584497564430802
11,1.6839403531912942,1.676327424149985
12,1.7189678225105949,1.639140486940036
13,1.6084807573066953,1.6358374654114394
14,1.5309923912607137,1.5395733493854349
15,1.657310444936357,1.614305926664456
16,1.6448735447223148,1.6870947294810477
17,1.7329131001962699,1.7067539120051358
18,1.6650763166885816,1.694330261757099
19,1.5406544808889966,1.5783250560526882
20,1.6992734303970876,1.6049721422451817
21,1.6443197626579038,1.644308114108137
22,1.6719749554047367,1.6540987211617304
23,1.5818183614763974,1.6308910807491837
24,1.5162615103239325,1.4953445236231655
25,1.6402751618737128,1.5999540675324093
26,1.6813633207617888,1.7207423367878205
27,1.7885843037857803,1.7483175421208752
28,1.787213631636059,1.799396624996051
29,1.7444047342506035,1.7276957317632249
30,1.6598508567357242,1.657418220138426
31,1.804776167445576,1.6752847681456167
32,1.7056509327201061,1.6676551711536962
33,1.65308086984966,1.66429468986702
34,1.6637894925869612,1.5663559517500725
35,1.6229804653994888,1.6423885858933847
36,1.7085594679985272,1.661846954466542
37,1.6143756858559741,1.6812119326352586
38,1.64317362458055,1.66897420527634
39,1.6245389026212456,1.5547050451436188
40,1.7830007456325623,1.7151666216120671
41,1.7866572916816184,1.757203330033456
42,1.7840608326891774,1.7676661424285371
43,1.7620277228658359,1.7428651074733181
44,1.6239531018181168,1.630742654861484
45,1.7533554736157262,1.744824221124938
46,1.792656464803044,1.775904708254376
47,1.8758968733421393,1.7748016761201229
48,1.715584117472198,1.665777299457945
49,1.5223708830139242,1.5747436444137994
50,1.708111545114645,1.6656513558621833
51,1.6881444384862658,1.6836066549841324
52,1.753787684224597,1.7768372426084122
53,1.8474390399200447,1.8045527386642415
54,1.8284484249855617,1.7572286363295764
55,1.8500209756923647,1.7798680738461852
56,1.7059589385176706,1.7295961186550348
57,1.8039641792680352,1.8096149461441937
58,1.8857078128671958,1.8594944362384214
59,1.8841441830282348,1.8168490620532953
60,1.7882643339269162,1.757105033621064
61,1.765025035444805,1.7147928672390118
62,1.6629116133767838,1.6544996810848909
63,1.645861205146966,1.6312864150506097
64,1.6391251807675622,1.5641463971571639
65,1.7573216812264145,1.6735691011755272
66,1.708657024585595,1.7033803235780767
67,1.7688449799660062,1.7023223370627933
68,1.6643942036814092,1.6225456572218382
69,1.5285179748373219,1.5338745835429175
70,1.6579274062200526,1.6224229822193486
71,1.7362658515686245,1.6399122904383512
72,1.652357787044935,1.6196882403475383
73,1.7376528568732614,1.6164244169168394
74,1.432216631061238,1.521302700421483
75,1.6773379499236185,1.59514840038077
76,1.702209274386306,1.667058500208733
77,1.700944646699795,1.6864842068754933
78,1.7982762286431115,1.7721862786965619
79,1.65600018090686,1.736907855416202
80,1.7931455334692608,1.7818570886249478
81,1.8341688463379853,1.7884239735483463
82,1.797625309809878,1.6832815556793066
83,1.6812014627287388,1.659664468889081
84,1.55462279449061,1.5407385732602086
85,1.6604658485056665,1.6485237404146018
86,1.7601299984172565,1.6778888307636428
87,1.7336691699588234,1.6768466772689004
88,1.7395611784210878,1.7339467022869854
89,1.7105384439558646,1.6391876333452418
90,1.765783441402104,1.73381560464109
91,1.8282186594305387,1.752505697074941
92,1.7740154179309946,1.766345253141068
93,1.795396028547311,1.7627859021003587
94,1.7047289711691733,1.6590512522975351
95,1.7145885402083636,1.7395834178950198
96,1.7131080858236079,1.6753395235044195
97,1.7301402425944614,1.694861726322588
98,1.7126774121863715,1.682524640607707
99,1.602047860140384,1.5673277268525196
100,1.6012174572045041,1.6439709716723423
101,1.6862905668454435,1.6842627587900654
102,1.7027185088774068,1.6942912654335776
103,1.666396412801389,1.6705197081865681
104,1.7102577396947218,1.6926347578073386
105,1.8589307708749323,1.8319324676600015
106,2.0,1.9007517784454262
107,1.9453720460260526,1.9314795049676923
