BRAND,YEAR_WEEK,BRAND_QUALITY,BRAND_QUALITY_ID,TOUCHPOINT,SPEND,GRP,IMPRESSIONS,CLICKS,REACH
heavy_feather,201914,,,jack,0,0,0,0,0
heavy_feather,201914,,,mary,0,0,0,0,0
heavy_feather,201914,,,marc,0,0,0,0,0
heavy_feather,201914,,,fiona,0,0,0,0,0
heavy_feather,201915,,,lisa,0,0,0,0,0
heavy_feather,201915,,,alex,0,0,0,0,0
heavy_feather,201915,,,tom,0,0,0,0,0
heavy_feather,201915,,,laura,0,0,0,0,0
heavy_feather,201915,,,jack,0,0,0,0,0
heavy_feather,201915,,,mary,0,0,0,0,0
heavy_feather,201915,,,marc,0,0,0,0,0
heavy_feather,201915,,,fiona,0,0,0,0,0
heavy_feather,201916,,,lisa,0,0,0,0,0
heavy_feather,201916,,,alex,0,0,0,0,0
heavy_feather,201916,,,tom,0,0,0,0,0
heavy_feather,201916,,,laura,0,0,0,0,0
heavy_feather,201916,,,jack,0,0,0,0,0
heavy_feather,201916,,,mary,0,0,0,0,0
heavy_feather,201916,,,marc,0,0,0,0,0
heavy_feather,201916,,,fiona,0,0,0,0,0
heavy_feather,201917,,,lisa,0,0,0,0,0
heavy_feather,201917,,,alex,0,0,0,0,0
heavy_feather,201917,,,tom,0,0,0,0,0
heavy_feather,201917,,,laura,0,0,0,0,0
heavy_feather,201917,,,jack,0,0,0,0,0
heavy_feather,201917,,,mary,0,0,0,0,0
heavy_feather,201917,,,marc,0,0,0,0,0
heavy_feather,201917,,,fiona,0,0,0,0,0
heavy_feather,201918,,,lisa,0,0,0,0,0
heavy_feather,201918,,,alex,0,0,0,0,0
heavy_feather,201918,,,tom,0,0,0,0,0
heavy_feather,201918,,,laura,0,0,0,0,0
heavy_feather,201918,,,jack,0,0,0,0,0
heavy_feather,201918,,,mary,0,0,0,0,0
heavy_feather,201918,,,marc,0,0,0,0,0
heavy_feather,201918,,,fiona,0,0,0,0,0
heavy_feather,201919,,,lisa,0,0,0,0,0
heavy_feather,201919,,,alex,0,0,0,0,0
heavy_feather,201919,,,tom,0,0,0,0,0
heavy_feather,201919,,,laura,0,0,0,0,0
heavy_feather,201919,,,jack,0,0,0,0,0
heavy_feather,201919,,,mary,0,0,0,0,0
heavy_feather,201919,,,marc,0,0,0,0,0
heavy_feather,201919,,,fiona,0,0,0,0,0
heavy_feather,201920,,,lisa,0,0,0,0,0
heavy_feather,201920,,,alex,0,0,0,0,0
heavy_feather,201920,,,tom,0,0,0,0,0
heavy_feather,201920,,,laura,0,0,0,0,0
heavy_feather,201920,,,jack,0,0,0,0,0
heavy_feather,201920,,,mary,0,0,0,0,0
heavy_feather,201920,,,marc,0,0,0,0,0
heavy_feather,201920,,,fiona,0,0,0,0,0
heavy_feather,201921,,,lisa,0,0,0,0,0
heavy_feather,201921,,,alex,0,0,0,0,0
heavy_feather,201921,,,tom,0,0,0,0,0
heavy_feather,201921,,,laura,0,0,0,0,0
heavy_feather,201921,,,jack,0,0,0,0,0
heavy_feather,201921,,,mary,0,0,0,0,0
heavy_feather,201921,,,marc,0,0,0,0,0
heavy_feather,201921,,,fiona,0,0,0,0,0
heavy_feather,201922,,,lisa,0,0,0,0,0
heavy_feather,201922,,,alex,0,0,0,0,0
heavy_feather,201922,,,tom,0,0,0,0,0
heavy_feather,201922,,,laura,0,0,0,0,0
heavy_feather,201922,,,jack,0,0,0,0,0
heavy_feather,201922,,,mary,0,0,0,0,0
heavy_feather,201922,,,marc,0,0,0,0,0
heavy_feather,201922,,,fiona,0,0,0,0,0
heavy_feather,201923,,,lisa,0,0,0,0,0
heavy_feather,201923,,,alex,0,0,0,0,0
heavy_feather,201923,,,tom,0,0,0,0,0
heavy_feather,201923,,,laura,0,0,0,0,0
heavy_feather,201923,,,jack,0,0,0,0,0
heavy_feather,201923,,,mary,0,0,0,0,0
heavy_feather,201923,,,marc,0,0,0,0,0
heavy_feather,201923,,,fiona,0,0,0,0,0
heavy_feather,201924,,,lisa,0,0,0,0,0
heavy_feather,201924,,,alex,0,0,0,0,0
heavy_feather,201924,,,tom,0,0,0,0,0
heavy_feather,201924,,,laura,0,0,0,0,0
heavy_feather,201924,,,jack,0,0,0,0,0
heavy_feather,201924,,,mary,0,0,0,0,0
heavy_feather,201924,,,marc,0,0,0,0,0
heavy_feather,201924,,,fiona,0,0,0,0,0
heavy_feather,201925,,,lisa,0,0,0,0,0
heavy_feather,201925,,,alex,0,0,0,0,0
heavy_feather,201925,,,tom,0,0,0,0,0
heavy_feather,201925,,,laura,0,0,0,0,0
heavy_feather,201925,,,jack,0,0,0,0,0
heavy_feather,201925,,,mary,0,0,0,0,0
heavy_feather,201925,,,marc,0,0,0,0,0
heavy_feather,201925,,,fiona,0,0,0,0,0
heavy_feather,201926,,,lisa,0,0,0,0,0
heavy_feather,201926,,,alex,0,0,0,0,0
heavy_feather,201926,,,tom,0,0,0,0,0
heavy_feather,201926,,,laura,0,0,0,0,0
heavy_feather,201926,,,jack,0,0,0,0,0
heavy_feather,201926,,,mary,0,0,0,0,0
heavy_feather,201926,,,marc,0,0,0,0,0
heavy_feather,201926,,,fiona,0,0,0,0,0
heavy_feather,201927,,,lisa,0,0,0,0,0
heavy_feather,201927,,,alex,0,0,0,0,0
heavy_feather,201927,,,tom,0,0,0,0,0
heavy_feather,201927,,,laura,0,0,0,0,0
heavy_feather,201927,,,jack,0,0,0,0,0
heavy_feather,201927,,,mary,0,0,0,0,0
heavy_feather,201927,,,marc,0,0,0,0,0
heavy_feather,201927,,,fiona,0,0,0,0,0
heavy_feather,201928,,,lisa,0,0,0,0,0
heavy_feather,201928,,,alex,0,0,0,0,0
heavy_feather,201928,,,tom,0,0,0,0,0
heavy_feather,201928,,,laura,0,0,0,0,0
heavy_feather,201928,,,jack,0,0,0,0,0
heavy_feather,201928,,,mary,0,0,0,0,0
heavy_feather,201928,,,marc,0,0,0,0,0
heavy_feather,201928,,,fiona,0,0,0,0,0
heavy_feather,201929,,,lisa,0,0,0,0,0
heavy_feather,201929,,,alex,0,0,0,0,0
heavy_feather,201929,,,tom,0,0,0,0,0
heavy_feather,201929,,,laura,0,0,0,0,0
heavy_feather,201929,,,jack,0,0,0,0,0
heavy_feather,201929,,,mary,0,0,0,0,0
heavy_feather,201929,,,marc,0,0,0,0,0
heavy_feather,201929,,,fiona,0,0,0,0,0
heavy_feather,201930,,,lisa,0,0,0,0,0
heavy_feather,201930,,,alex,0,0,0,0,0
heavy_feather,201930,,,tom,0,0,0,0,0
heavy_feather,201930,,,laura,0,0,0,0,0
