,YEAR_WEEK,BRAND,alex,fiona,jack,laura,lisa,marc,mary,tom,is_last_week,is_january,is_february,is_march,is_april,is_may,is_june,is_july,is_august,is_september,is_october,is_november,is_december,TARGET_VOL_SO,PROMOTION_FEATURE,distribution,DISTRIBUTION_REF,YEAR,PRICE,AVERAGE_PRICE
79,201833,fast_duck,0.0,0.0,0.0,6577.23,0.0,46227.38,0.0,7706.580000004,0,0,0,0,0,0,0,0,1,0,0,0,0,604947.2,0.08225367234743126,0.010101010101010102,99.0,2018,19.19550334310168,19.10838302316964
80,201833,gold_plane,0.0,0.0,5225.24,6148.461538462,0.0,0.0,18910.36,17230.461538462,0,0,0,0,0,0,0,0,1,0,0,0,0,52607.4,0.07652240853546675,0.043010752688172046,93.0,2018,22.46119367237309,22.687164809846607
81,201833,gracious_road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.58,0,0,0,0,0,0,0,0,1,0,0,0,0,14591.9,0.08749998452644898,0.06741573033707865,89.0,2018,40.59699559344568,40.26611060928006
82,201833,heavy_feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,16870.5,0.11080496710002849,0.09302325581395349,86.0,2018,34.95347500074094,35.25365924774428
83,201833,ideal_mouse,0.0,10000.08,0.0,0.0,0.0,0.0,0.0,3623.73,0,0,0,0,0,0,0,0,1,0,0,0,0,12156.8,0.02664078844455889,0.2459016393442623,61.0,2018,15.571762305869965,15.659336474243835
84,201833,lully,0.0,0.0,11340.67,0.0,0.0,176653.0,0.0,6333.53,0,0,0,0,0,0,0,0,1,0,0,0,0,127786.4,0.07252653374483982,0.03125,96.0,2018,18.174758816274657,18.083971900701833
85,201833,moistured_bird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.9,0,0,0,0,0,0,0,0,1,0,0,0,0,33350.3,0.02488155481053502,0.10344827586206896,87.0,2018,24.73147467938819,24.608666114232967
86,201833,precious_liquid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,26172.0,0.038306984393244356,0.16666666666666666,84.0,2018,36.0621771358704,35.590321970148764
87,201833,red_ballon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.37,0,0,0,0,0,0,0,0,1,0,0,0,0,1822.5,0.03653432722218792,0.15789473684210525,38.0,2018,24.31928669410151,24.49527491212063
88,201833,silver_coin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.57,0,0,0,0,0,0,0,0,1,0,0,0,0,23391.2,0.07549333254079296,0.07777777777777778,90.0,2018,26.375615616129142,26.298994981372765
89,201833,viable_line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.46,0,0,0,0,0,0,0,0,1,0,0,0,0,220205.0,0.08624754743228434,0.02040816326530612,98.0,2018,18.841444563020822,19.015696215177623
90,201833,visitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,147972.0,0.061703439873601884,0.041666666666666664,96.0,2018,20.728656097099453,20.483165901258772
91,201834,angry_cat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,54176.3,0.05911217037344717,0.1411764705882353,85.0,2018,6.756533761072646,6.654037187856543
92,201834,fast_duck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4529.56,0,0,0,0,0,0,0,0,1,0,0,0,0,528930.1,0.082239255248281,0.010101010101010102,99.0,2018,19.195804889908896,19.10838302316964
93,201834,gold_plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,45841.1,0.08107001508811927,0.043010752688172046,93.0,2018,22.3505849554221,22.687164809846607
94,201834,gracious_road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13393.5,0.0879755213852822,0.06741573033707865,89.0,2018,40.5758390263934,40.26611060928006
95,201834,heavy_feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,16116.7,0.11279581829719786,0.09302325581395349,86.0,2018,34.87521639045214,35.25365924774428
96,201834,ideal_mouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,10566.3,0.015315679415584958,0.22950819672131148,61.0,2018,15.75294095378704,15.659336474243835
97,201834,lully,0.0,0.0,10779.56,0.0,0.0,0.0,0.0,6263.67,0,0,0,0,0,0,0,0,1,0,0,0,0,111716.1,0.07145105401826897,0.020833333333333332,96.0,2018,18.19583390397624,18.083971900701833
98,201834,moistured_bird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.41,0,0,0,0,0,0,0,0,1,0,0,0,0,29553.0,0.022659350394957645,0.10344827586206896,87.0,2018,24.78783541434034,24.608666114232967
99,201834,precious_liquid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,22165.1,0.03040173223735369,0.16666666666666666,84.0,2018,36.35861331552757,35.590321970148764
100,201834,red_ballon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1908.5,0.08659642995545871,0.21052631578947367,38.0,2018,23.055645795127063,24.49527491212063
101,201834,silver_coin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,22013.9,0.07590741965222893,0.07777777777777778,90.0,2018,26.363801961487965,26.298994981372765
102,201834,viable_line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.59,0,0,0,0,0,0,0,0,1,0,0,0,0,162813.0,0.07767118863894414,0.02040816326530612,98.0,2018,19.018287851707175,19.015696215177623
103,201834,visitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,146130.8,0.07084062453647942,0.041666666666666664,96.0,2018,20.526799278454646,20.483165901258772
104,201835,angry_cat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,70441.5,0.06931629575791287,0.1411764705882353,85.0,2018,6.683257738690971,6.654037187856543
105,201835,fast_duck,0.0,0.0,0.01,0.0,0.0,0.0,0.0,9135.46,0,0,0,0,0,0,0,0,1,0,0,0,0,491535.3,0.0823047859547954,0.010101010101010102,99.0,2018,19.19443425528136,19.10838302316964
106,201835,gold_plane,0.0,11913.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,37980.3,0.07023240941958174,0.043010752688172046,93.0,2018,22.614181562546896,22.687164809846607
107,201835,gracious_road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13418.9,0.08756970617454722,0.056179775280898875,89.0,2018,40.593893687261996,40.26611060928006
108,201835,heavy_feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,16076.4,0.11269348218280735,0.09302325581395349,86.0,2018,34.87923913313926,35.25365924774428
109,201835,ideal_mouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.46,0,0,0,0,0,0,0,0,1,0,0,0,0,8816.3,0.018916382599700573,0.19672131147540983,61.0,2018,15.695337046153147,15.659336474243835
110,201835,lully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,127759.4,0.08724969192899999,0.020833333333333332,96.0,2018,17.886243986743832,18.083971900701833
